DrugId|Drugname|TextSingular|TextPlural
28101883197|Ovestin|tablet|tabletter
28101884897|Glytrin|pust|pust
28101885297|Phosphoral|ml|ml
28101885397|Propess|vaginalindlæg|vaginalindlæg
28101886197|Klacid Uno|tablet|tabletter
28101886997|Vagifem|vaginaltablet|vaginaltabletter
28101887797|Nasonex|pust|pust
28101888097|Exelon|kapsel|kapsler
28101888197|Exelon|kapsel|kapsler
28101888297|Exelon|kapsel|kapsler
28101888397|Exelon|kapsel|kapsler
28101889297|Humulin NPH KwikPen|IE|IE
28101890497|Humalog|IE|IE
28101890597|Ibutop|påsmøring|påsmøringer
28101891697|Telfast|tablet|tabletter
28101891797|Telfast|tablet|tabletter
28101892597|Bioclavid|tablet|tabletter
28101893097|Famvir|tablet|tabletter
28101896997|Elocom|påsmøring|påsmøringer
28101897297|Atacand|tablet|tabletter
28101897397|Atacand|tablet|tabletter
28101897497|Atacand|tablet|tabletter
28101897897|Cozaar|tablet|tabletter
28101897997|Seroxat|ml|ml
28101898497|Edronax|tablet|tabletter
28101899997|Alphagan|dråbe|dråber
28101902397|Priorix|pulver+solvens|pulver+solvens
28101902497|Otrivin Menthol ukonserveret|pust|pust
28101902597|Zipzoc|strømpe|strømper
28101903697|Proctosedyl|påsmøring|påsmøringer
28101904597|Cosopt|dråbe|dråber
28101904697|Oculac|dråbe|dråber
28101904797|Oculac|dråbe|dråber
28101904897|Nasacort|pust|pust
28101905597|Orfiril Long|beholder|beholdere
28101905697|Orfiril Long|beholder|beholdere
28101905997|Benadryl|kapsel|kapsler
28101906597|Zelitrex|tablet|tabletter
28101906797|Micardis|tablet|tabletter
28101906897|Micardis|tablet|tabletter
28101906997|Viagra|tablet|tabletter
28101907097|Viagra|tablet|tabletter
28101907197|Viagra|tablet|tabletter
28101907897|Etalpha|kapsel|kapsler
28101911897|Zitromax|tablet|tabletter
28101913697|Ketesse|tablet|tabletter
28101916897|Cipramil|tablet|tabletter
28101917397|Dolol|brusetablet|brusetabletter
28101919797|Singulair|tyggetabletter|tyggetabletter
28101919897|Singulair|tablet|tabletter
28101921397|Beclomet Easyhaler|sug|sug
28101924897|Prograf|kapsel|kapsler
28101925897|Emadine|dråbe|dråber
28101927197|Pantoloc|tablet|tabletter
28101929797|Stesolid|rektalsprøjte|rektalsprøjte
28101931097|Aerobec|pust|pust
28101931197|Aerobec|pust|pust
28101931897|Cellcept|mg|mg
28101932597|Gemadol Retard|kapsel|kapsler
28101932697|Gemadol Retard|kapsel|kapsler
28101932797|Gemadol Retard|kapsel|kapsler
28101932897|Gemadol Retard|kapsel|kapsler
28101933897|Diovan Comp 80 mg/12,5 mg|tablet|tabletter
28101934697|Cellcept|ml|ml
28101935297|Mandolgin|brusetablet|brusetabletter
28101936197|Malarone|tablet|tabletter
28101939997|Clozapine "Actavis"|tablet|tabletter
28101940097|Clozapine "Actavis"|tablet|tabletter
28101941197|Rozex|påsmøring|påsmøringer
28101941297|Rozex|påsmøring|påsmøringer
28101942297|Redap|påsmøring|påsmøringer
28101942497|Mandolgin Retard|tablet|tabletter
28101942597|Mandolgin Retard|tablet|tabletter
28101942697|Mandolgin Retard|tablet|tabletter
28101943797|Tetracyclin "Actavis"|tablet|tabletter
28101945397|Herpavir|påsmøring|påsmøringer
28101949797|Oftagel|dråbe|dråber
28101952197|CoAprovel|tablet|tabletter
28101953197|Premid|kapsel|kapsler
28101953397|Miflonide|inhalationskapsel|inhalationskapsler
28101954397|Zopiclone "Actavis"|tablet|tabletter
28101954597|Zopiclone "Actavis"|tablet|tabletter
28101954997|Basiron|påsmøring|påsmøringer
28101955097|Basiron|påsmøring|påsmøringer
28101955197|Basiron Wash|påsmøring|påsmøringer
28101957397|Subutex|resoriblet|resoribletter
28101957497|Subutex|resoriblet|resoribletter
28101957697|Imoclone|tablet|tabletter
28101958997|Topimax|kapsel|kapsler
28101959097|Topimax|kapsel|kapsler
28101959797|Artelac|dråbe|dråber
28103002898|Aciclodan|påsmøring|påsmøringer
28103004898|Carduran Retard|tablet|tabletter
28103005398|Sonata|kapsel|kapsler
28103005998|Ammonaps|tablet|tabletter
28103007098|Cerazette|tablet|tabletter
28103007198|Oxis Turbuhaler|sug|sug
28103007298|Oxis Turbuhaler|sug|sug
28103007998|Maxalt|tablet|tabletter
28103008098|Maxalt|tablet|tabletter
28103008198|Maxalt Smelt|tablet|tabletter
28103008298|Maxalt Smelt|tablet|tabletter
28103008498|Bettamousse|indgnidning|indgnidninger
28103008798|Vancocin|kapsel|kapsler
28103009598|Activelle|tablet|tabletter
28103009698|Fluprosin|tablet|tabletter
28103010598|Celluvisc|dråbe|dråber
28103011298|Adalat Oros|tablet|tabletter
28103012298|Arava|tablet|tabletter
28103012398|Arava|tablet|tabletter
28103012798|Buspiron "Actavis"|tablet|tabletter
28103013398|Depolan|tablet|tabletter
28103013498|Depolan|tablet|tabletter
28103013598|Depolan|tablet|tabletter
28103013698|Depolan|tablet|tabletter
28103015598|Desmopressin "Actavis"|pust|pust
28103016298|Flixonase|mg|mg
28103017798|OxyContin|tablet|tabletter
28103019598|Metoprolol "GEA"|tablet|tabletter
28103019698|Metoprolol "GEA"|tablet|tabletter
28103019798|Metoprolol "GEA"|tablet|tabletter
28103020598|Allergodil|dråbe|dråber
28103022898|Rhinocort Turbuhaler|sug|sug
28103023098|Risperdal|tablet|tabletter
28103024398|Pariet|tablet|tabletter
28103024498|Pariet|tablet|tabletter
28103025298|Propecia|tablet|tabletter
28103026698|Azopt|dråbe|dråber
28103028498|Atacand Zid 8 mg/12,5 mg|tablet|tabletter
28103028898|Triatec|kapsel|kapsler
28103030998|Acivir|påsmøring|påsmøringer
28103032398|Synagis|mg|mg
28103034298|Keppra|tablet|tabletter
28103035198|Synagis|mg|mg
28103036498|Novorapid|IE|IE
28103036598|Novorapid Penfill|IE|IE
28103036798|Pantoloc|tablet|tabletter
28103037098|Muse|applikatordosis|applikatordoser
28103037198|Muse|applikatordosis|applikatordoser
28103037298|Muse|applikatordosis|applikatordoser
28103037998|Implanon NXT|implantat|implantater
28103038698|Seretide|sug|sug
28103038798|Seretide|sug|sug
28103038898|Seretide|sug|sug
28103039498|Orgalutran|injektionssprøjte|injektionssprøjter
28103040998|Imozop|tablet|tabletter
28103041398|Trileptal|tablet|tabletter
28103041498|Trileptal|tablet|tabletter
28103041598|Trileptal|tablet|tabletter
28103045298|Zofenil|tablet|tabletter
28103048998|Cardiostad|tablet|tabletter
28103049098|Cardiostad|tablet|tabletter
28103049198|Cardiostad|tablet|tabletter
28103049898|Pinex Junior|rektal stikpille|rektale stikpiller
28103049998|balance 1,5% glucose, 1,75 mmol/l calcium|liter|liter
28103050098|balance 2,3% glucose, 1,75 mmol/l calcium|liter|liter
28103050198|balance 4,25% glucose, 1,75 mmol/l calcium|liter|liter
28103050298|Bricanyl Turbuhaler|sug|sug
28103050898|Enbrel|mg|mg
28103052198|Actos|tablet|tabletter
28103052600|Lescol depot|tablet|tabletter
28103053898|Corodil|tablet|tabletter
28103054498|Pinex Junior|rektal stikpille|rektale stikpiller
28103054598|Pinex|rektal stikpille|rektale stikpiller
28103054698|Pinex|rektal stikpille|rektale stikpiller
28103056398|Zymelin ukonserveret|pust|pust
28103056498|Zymelin ukonserveret|pust|pust
28103056998|Sifrol|tablet|tabletter
28103060799|Puregon|IE|IE
28103061999|NovoMix 30 Penfill|IE|IE
28103062299|Nicotinell Mint|sugetablet|sugetabletter
28103065199|Bactroban|påsmøring|påsmøringer
28103065399|Lantus|IE|IE
28103066399|Leukeran|tablet|tabletter
28103066599|Luveris|IE|IE
28103067699|Fem-Mono Retard|tablet|tabletter
28103068599|Relenza|sug|sug
28103068999|Atenolol "Sandoz"|tablet|tabletter
28103069099|Atenolol "Sandoz"|tablet|tabletter
28103070199|Keppra|tablet|tabletter
28103070299|Keppra|tablet|tabletter
28103070399|Keppra|tablet|tabletter
28103071299|Benaday|tablet|tabletter
28103071399|Xatral Uno|tablet|tabletter
28103074199|Mifegyne|tablet|tabletter
28103074299|Klacid|mg|mg
28103076099|Evra|plaster|plastre
28103076299|Xeloda|tablet|tabletter
28103076499|Cifin|tablet|tabletter
28103076599|Cifin|tablet|tabletter
28103076699|Cifin|tablet|tabletter
28103080499|Zomig|tablet|tabletter
28103080599|Ciflox|dråbe|dråber
28103080799|Visudyne|mg|mg
28103087699|Zyprexa Velotab|tablet|tabletter
28103087799|Zyprexa Velotab|tablet|tabletter
28103087899|Zyprexa Velotab|tablet|tabletter
28103087999|Zyprexa Velotab|tablet|tabletter
28103089399|Actos|tablet|tabletter
28103089999|Zymelin Menthol Ukonserveret|pust|pust
28103090099|Pulmicort Turbuhaler|sug|sug
28103090199|Pulmicort Turbuhaler|sug|sug
28103090599|Trimonil Retard|tablet|tabletter
28103090699|Trimonil Retard|tablet|tabletter
28103091899|Physioneal 40 Glucose 1,36% w/v/13,6 mg/ml|liter|liter
28103091999|Physioneal 40 Glucose 2,27% w/v/22,7 mg/ml|liter|liter
28103092099|Physioneal 40 Glucose 3,86% w/v/38,6 mg/ml|liter|liter
28103092399|Orfadin|kapsel|kapsler
28103097099|Aromasin|tablet|tabletter
28103097299|Enacodan|tablet|tabletter
28103097399|Enacodan|tablet|tabletter
28103097499|Enacodan|tablet|tabletter
28103097999|Cardicor|tablet|tabletter
28103099399|Zomig Rapimelt|tablet|tabletter
28103101199|Avelox|tablet|tabletter
28103101499|Hydrokortison "Nycomed"|tablet|tabletter
28103105999|Moclostad|tablet|tabletter
28103106299|Loratadin "HEXAL"|tablet|tabletter
28103106499|Diclon|tablet|tabletter
28103106599|Diclon|tablet|tabletter
28103106699|Diclon|tablet|tabletter
28103106899|Gambrosol Trio 10|liter|liter
28103107299|Gambrosol Trio 40|liter|liter
28103107699|Enacecor|tablet|tabletter
28103114599|Desorelle|tablet|tabletter
28103114699|Novynette|tablet|tabletter
28103114899|Truxal|tablet|tabletter
28103114999|Truxal|tablet|tabletter
28103115099|Truxal|tablet|tabletter
28103115499|Zomig|tablet|tabletter
28103115799|Oxynorm|ml|ml
28103115899|Oxynorm|ml|ml
28103117299|Benylan|ml|ml
28103120999|Aerius|tablet|tabletter
28103123599|Xeloda|tablet|tabletter
28103126299|Zyx mint|sugetablet|sugetabletter
28103126999|Celebra|kapsel|kapsler
28103127099|Celebra|kapsel|kapsler
28103128799|Vaniqa|påsmøring|påsmøringer
28103129499|Oxynorm|kapsel|kapsler
28103129599|Oxynorm|kapsel|kapsler
28103129699|Oxynorm|kapsel|kapsler
28103130599|Zyprexa|tablet|tabletter
28103130699|Zyprexa|tablet|tabletter
28103131000|Panodil Zapp|tablet|tabletter
28103131100|Indivina|tablet|tabletter
28103131200|Indivina|tablet|tabletter
28103131300|Indivina|tablet|tabletter
28103132300|Selo-zok|tablet|tabletter
28103132600|Cefotrix|mg|mg
28103134300|Vialerg|tablet|tabletter
28103134499|Trisequens|tablet|tabletter
28103134600|Timosan Depot|dråbe|dråber
28103134700|Zyban|tablet|tabletter
28103138400|Cerezyme|IE|IE
28103138700|Avirox|påsmøring|påsmøringer
28103139399|Atrovent|pust|pust
28103141000|Symbicort Turbuhaler|sug|sug
28103143900|Diproderm|påsmøring|påsmøringer
28103146400|Lamictal|tablet|tabletter
28103146500|Furix|tablet|tabletter
28103146600|Zidoval|applikatordosis|applikatordoser
28103147200|Isotretinoin "Actavis"|kapsel|kapsler
28103148900|Nexium|tablet|tabletter
28103149000|Nexium|tablet|tabletter
28103149300|Almogran|tablet|tabletter
28103150300|Seractiv|tablet|tabletter
28103150400|Seractiv|tablet|tabletter
28103152500|Casodex|tablet|tabletter
28103153100|Accutin|kapsel|kapsler
28103153200|Accutin|kapsel|kapsler
28103153300|Tobi|mg|mg
28103158600|Yasmin 28|tablet|tabletter
28103158700|Yasmin|tablet|tabletter
28103160200|Daivobet|påsmøring|påsmøringer
28103160800|Folimet|tablet|tabletter
28103160900|Protopic|påsmøring|påsmøringer
28103161800|Axura|tablet|tabletter
28103163100|Paroxetin "HEXAL"|tablet|tabletter
28103164200|Diamicron Uno|tablet|tabletter
28103164400|Magnesia "medic"|tablet|tabletter
28103165300|Loratadin "ratiopharm"|tablet|tabletter
28103168300|Trental|tablet|tabletter
28103168800|Xefo Rapid|tablet|tabletter
28103169100|Atacand Zid 16 mg/12,5 mg|tablet|tabletter
28103169300|TrioBe|tablet|tabletter
28103169700|Ciloxan|stribe|striber
28103170100|Zaditen|dråbe|dråber
28103170200|Zaditen|dråbe|dråber
28103170800|Delnil|inhalationskapsel|inhalationskapsler
28103171500|APO-go Pen|mg|mg
28103171600|Budenofalk|kapsel|kapsler
28103174300|Trileptal|ml|ml
28103176100|Singulair|tyggetabletter|tyggetabletter
28103176400|Protopic|påsmøring|påsmøringer
28103176800|Panodil|tablet|tabletter
28103176900|Pneumovax|ml|ml
28103179600|Symbicort Mite Turbuhaler|sug|sug
28103179700|Hydroxyurea "Medac"|kapsel|kapsler
28103180400|Seretide|pust|pust
28103180500|Seretide|pust|pust
28103182900|Tramadol "Actavis"|kapsel|kapsler
28103183300|Flixotide|pust|pust
28103185700|Diclofenac Rapid "Teva"|tablet|tabletter
28103186400|Perichol|tablet|tabletter
28103186500|Perichol|tablet|tabletter
28103186600|Perichol|tablet|tabletter
28103192400|Ciprofloxacin "Actavis"|tablet|tabletter
28103192500|Ciprofloxacin "Actavis"|tablet|tabletter
28103194500|Bisoprolol "Actavis"|tablet|tabletter
28103194600|Bisoprolol "Actavis"|tablet|tabletter
28103201100|Sebiprox|vask|vaske
28103201300|HBVAXPRO|injektionssprøjte|injektionssprøjter
28103201400|HBVAXPRO|injektionssprøjte|injektionssprøjter
28103204400|balance 1,5% glucose, 1,25 mmol/l calcium|liter|liter
28103204500|balance 4,25% glucose, 1,25 mmol/l calcium|liter|liter
28103204600|balance 2,3% glucose, 1,25 mmol/l calcium|liter|liter
28103204700|Alkeran|tablet|tabletter
28103205300|Lumigan|dråbe|dråber
28103205500|Mycostatin|ml|ml
28103205700|Terbasmin Turbuhaler|sug|sug
28103206100|Neurontin|kapsel|kapsler
28103206300|Viscotears|dråbe|dråber
28103206400|Vfend|tablet|tabletter
28103206500|Vfend|tablet|tabletter
28103206600|Vfend|mg|mg
28103206800|Travatan|dråbe|dråber
28103207600|Gabapentin "Actavis"|kapsel|kapsler
28103207700|Gabapentin "Actavis"|kapsel|kapsler
28103208900|Fosamax Ugetablet|tablet|tabletter
28103212300|Zitromax|mg|mg
28103212400|Palladon|kapsel|kapsler
28103212500|Palladon|kapsel|kapsler
28103214600|Zoloft|tablet|tabletter
28103216200|Ipstyl Autogel|injektionssprøjte|injektionssprøjter
28103216300|Ipstyl Autogel|injektionssprøjte|injektionssprøjter
28103216400|Ipstyl Autogel|injektionssprøjte|injektionssprøjter
28103216600|Invanz|mg|mg
28103217000|Vepicombin Novum|tablet|tabletter
28103217100|Vepicombin Novum|tablet|tabletter
28103217200|Vepicombin Novum|tablet|tabletter
28103220901|Fungizone|mg|mg
28103221601|Isodur|tablet|tabletter
28103221701|Isodur|tablet|tabletter
28103222201|Ciloxan|dråbe|dråber
28103222301|Euthyrox|tablet|tabletter
28103222401|Euthyrox|tablet|tabletter
28103222601|Euthyrox|tablet|tabletter
28103223300|Berodual|pust|pust
28103226101|Pulmicort Turbuhaler|sug|sug
28103230901|Relpax|tablet|tabletter
28103231101|Xalcom|dråbe|dråber
28103231301|Ranitidin "Ratiopharm"|tablet|tabletter
28103231401|Ranitidin "Ratiopharm"|tablet|tabletter
28103231701|Actiq|sugetablet|sugetabletter
28103231801|Actiq|sugetablet|sugetabletter
28103231901|Actiq|sugetablet|sugetabletter
28103232001|Actiq|sugetablet|sugetabletter
28103232101|Actiq|sugetablet|sugetabletter
28103232201|Actiq|sugetablet|sugetabletter
28103232601|Zyvoxid|tablet|tabletter
28103233401|Seroquel|tablet|tabletter
28103233501|Seroquel|tablet|tabletter
28103233601|Seroquel|tablet|tabletter
28103234001|Tamiflu|kapsel|kapsler
28103234401|Jurnista|tablet|tabletter
28103234501|Jurnista|tablet|tabletter
28103234601|Jurnista|tablet|tabletter
28103235201|Arixtra|injektionssprøjte|injektionssprøjter
28103235701|Puregon|IE|IE
28103235801|Opatanol|dråbe|dråber
28103237201|NuvaRing|vaginalindlæg|vaginalindlæg
28103237301|Cetirizin "Ratiopharm"|tablet|tabletter
28103238101|Atrovent|pust|pust
28103238401|Voltaren Ophtha|dråbe|dråber
28103240101|Lisinopril "Actavis"|tablet|tabletter
28103240201|Lisinopril "Actavis"|tablet|tabletter
28103240301|Lisinopril "Actavis"|tablet|tabletter
28103243901|Amoxicillin/clavulansyre "Actavis"|tablet|tabletter
28103244101|Amoxicillin/clavulansyre "Actavis"|ml|ml
28103244201|Metformin "Actavis"|tablet|tabletter
28103244301|Metformin "Actavis"|tablet|tabletter
28103245101|Zolpidem "Actavis"|tablet|tabletter
28103245201|Zolpidem "Actavis"|tablet|tabletter
28103246001|Zonoct|tablet|tabletter
28103246301|Roximstad|tablet|tabletter
28103246401|Roximstad|tablet|tabletter
28103246701|Detrusitol Retard|kapsel|kapsler
28103246901|Detrusitol Retard|kapsel|kapsler
28103249601|MicardisPlus|tablet|tabletter
28103249801|PritorPlus|tablet|tabletter
28103251601|Tradolan Retard|tablet|tabletter
28103251701|Tradolan Retard|tablet|tabletter
28103251801|Tradolan Retard|tablet|tabletter
28103252601|Emadine|dråbe|dråber
28103253301|Actrapid|IE|IE
28103253401|Actrapid Penfill|IE|IE
28103253901|Paroxetin "Actavis"|tablet|tabletter
28103255201|Fluoxetin "Actavis"|tablet|tabletter
28103255801|Enalapril "Actavis"|tablet|tabletter
28103255901|Enalapril "Actavis"|tablet|tabletter
28103256001|Enalapril "Actavis"|tablet|tabletter
28103259101|Cetirizin "Actavis"|tablet|tabletter
28103260001|Seroquel|tablet|tabletter
28103260101|Neurontin|tablet|tabletter
28103260201|Neurontin|tablet|tabletter
28103260901|Sandimmun Neoral|kapsel|kapsler
28103261001|Sandimmun Neoral|kapsel|kapsler
28103261201|Laxoberal|kapsel|kapsler
28103264701|Fludara|tablet|tabletter
28103266201|Duovent|mg|mg
28103267001|Mixtard 30|IE|IE
28103267301|Mixtard 30 Penfill|IE|IE
28103268201|Mixtard 30 InnoLet|IE|IE
28103270001|Elidel|påsmøring|påsmøringer
28103270601|Ambirix|injektionssprøjte|injektionssprøjter
28103271101|Forsteo|mg|mg
28103271501|Inflexal V|injektionssprøjte|injektionssprøjter
28103271701|Pulmicort Turbuhaler|sug|sug
28103271901|Xyzal|tablet|tabletter
28103274501|Novofem|tablet|tabletter
28103274801|Cialis|tablet|tabletter
28103275101|Diovan|tablet|tabletter
28103275901|Nicotinell Lakrids|tyggegummi|tyggegummier
28103276001|Nicotinell Lakrids|tyggegummi|tyggegummier
28103276401|Insulatard|IE|IE
28103276501|Insulatard Penfill|IE|IE
28103276701|Insulatard InnoLet|IE|IE
28103276801|Insulatard FlexPen|IE|IE
28103277501|Cetirizin "PCD"|tablet|tabletter
28103280501|Zavesca|kapsel|kapsler
28103280901|Triminetta|tablet|tabletter
28103281301|Malonetta|tablet|tabletter
28103281701|Fluconazol "HEXAL"|kapsel|kapsler
28103281801|Fluconazol "HEXAL"|kapsel|kapsler
28103281901|Fluconazol "HEXAL"|kapsel|kapsler
28103282401|Actilax|dråbe|dråber
28103284201|Cozaar|tablet|tabletter
28103284701|DiTeKiPol/Act-Hib|pulver+solvens|pulver+solvens
28103284901|Salamol|pust|pust
28103285001|Metvix|påsmøring|påsmøringer
28103285201|Vivelle Dot|plaster|plastre
28103285301|Vivelle Dot|plaster|plastre
28103285401|Vivelle Dot|plaster|plastre
28103285501|Vivelle Dot|plaster|plastre
28103285601|Fluconazol "Stada"|kapsel|kapsler
28103285801|Fluconazol "Stada"|kapsel|kapsler
28103285901|Fluconazol "Stada"|kapsel|kapsler
28103286601|Fluoxetin "Actavis"|kapsel|kapsler
28103287001|Remeron Smelt|tablet|tabletter
28103287101|Remeron Smelt|tablet|tabletter
28103287201|Remeron Smelt|tablet|tabletter
28103290501|Cozaar Comp. Forte|tablet|tabletter
28103291301|Asmanex Twisthaler|sug|sug
28103291401|Asmanex Twisthaler|sug|sug
28103293201|Carvedilol "KRKA"|tablet|tabletter
28103293301|Carvedilol "KRKA"|tablet|tabletter
28103293401|Carvedilol "KRKA"|tablet|tabletter
28103293501|Carvedilol "KRKA"|tablet|tabletter
28103295501|Zarator|tablet|tabletter
28103295901|Zeldox|kapsel|kapsler
28103296001|Zeldox|kapsel|kapsler
28103296101|Zeldox|kapsel|kapsler
28103296201|Zeldox|kapsel|kapsler
28103296301|Calfovit D3|brev|breve
28103297201|Tadol|kapsel|kapsler
28103297401|Tadol|rektal stikpille|rektale stikpiller
28103298101|Zolpidem "Hexal"|tablet|tabletter
28103304001|Moxonat|tablet|tabletter
28103304201|Moxonat|tablet|tabletter
28103307301|Diclofenac Rapid "Actavis"|tablet|tabletter
28103307501|Diclofenac Rapid "Orifarm"|tablet|tabletter
28103308001|bicaVera 1,5% Glucose|liter|liter
28103308101|bicaVera 2,3% Glucose|liter|liter
28103308201|bicaVera 4,25% Glucose|liter|liter
28103308401|Diclon Rapid|tablet|tabletter
28103308801|Cardosin Retard|tablet|tabletter
28103309101|Risperdal Consta|pulver+solvens|pulver+solvens
28103309201|Risperdal Consta|pulver+solvens|pulver+solvens
28103309301|Risperdal Consta|pulver+solvens|pulver+solvens
28103309401|Ciprofloxacin "HEXAL"|tablet|tabletter
28103309501|Ciprofloxacin "HEXAL"|tablet|tabletter
28103310001|Migard|tablet|tabletter
28103310301|Novorapid FlexPen|IE|IE
28103312501|Combar|tablet|tabletter
28103312601|Combar|tablet|tabletter
28103314101|Mirtazapin "HEXAL"|tablet|tabletter
28103314201|Mirtazapin "HEXAL"|tablet|tabletter
28103314301|Mirtazapin "HEXAL"|tablet|tabletter
28103316001|Oftaquix|dråbe|dråber
28103318801|Atenolol "Sandoz"|tablet|tabletter
28103319801|Duovent|mg|mg
28103320601|Ramipril/hydrochlorthiazid "1A Farma"|tablet|tabletter
28103321701|Pamol Flash|tablet|tabletter
28103321801|Pamol Flash|tablet|tabletter
28103322401|Niferex|kapsel|kapsler
28103322501|Ebixa|tablet|tabletter
28103323001|Alnok|tablet|tabletter
28103323801|Roxithromycin "Orifarm"|tablet|tabletter
28103323901|Roxithromycin "Orifarm"|tablet|tabletter
28103327901|Spiriva|inhalationskapsel|inhalationskapsler
28103328201|Norspan|plaster|plastre
28103328301|Norspan|plaster|plastre
28103328401|Norspan|plaster|plastre
28103329601|Felodipin "Teva"|tablet|tabletter
28103329701|Felodipin "Teva"|tablet|tabletter
28103332201|Symbicort Turbuhaler|sug|sug
28103332601|Navelbine|kapsel|kapsler
28103332701|Navelbine|kapsel|kapsler
28103332901|Navelbine|kapsel|kapsler
28103334201|Abilify|tablet|tabletter
28103334301|Abilify|tablet|tabletter
28103334401|Abilify|tablet|tabletter
28103335601|Seretide|sug|sug
28103335701|Seretide|sug|sug
28103335801|Meloxicam "Stada"|tablet|tabletter
28103335901|Meloxicam "Stada"|tablet|tabletter
28103336001|Seretide|sug|sug
28103336601|Oxeol|tablet|tabletter
28103336701|Oxeol|tablet|tabletter
28103339002|Procren Depot|injektionssprøjte|injektionssprøjter
28103339102|Duspatalin Retard|kapsel|kapsler
28103340702|Cipralex|tablet|tabletter
28103340802|Cipralex|tablet|tabletter
28103340902|Cipralex|tablet|tabletter
28103341102|Cipralex|tablet|tabletter
28103341702|Kestine|tablet|tabletter
28103342602|Felodin|tablet|tabletter
28103342702|Felodin|tablet|tabletter
28103342902|Felodipin "Actavis"|tablet|tabletter
28103343002|Felodipin "Actavis"|tablet|tabletter
28103345302|Levitra|tablet|tabletter
28103345402|Levitra|tablet|tabletter
28103345502|Levitra|tablet|tabletter
28103346001|Oxis Turbuhaler|sug|sug
28103346402|Asacol|tablet|tabletter
28103348602|Oxis Turbuhaler|sug|sug
28103349002|Symbicort Forte Turbuhaler|sug|sug
28103351102|Sertralin "Hexal"|tablet|tabletter
28103351202|Sertralin "Hexal"|tablet|tabletter
28103354302|Mirtazapin "Arrow"|tablet|tabletter
28103354402|Mirtazapin "Arrow"|tablet|tabletter
28103354502|Mirtazapin "Arrow"|tablet|tabletter
28103354602|Symbicort Turbohaler|sug|sug
28103354802|OxyContin|tablet|tabletter
28103356202|Keppra|ml|ml
28103356502|Testogel|brev|breve
28103357302|Arcoxia|tablet|tabletter
28103357402|Arcoxia|tablet|tabletter
28103357502|Arcoxia|tablet|tabletter
28103357602|Malarone|tablet|tabletter
28103357802|Feminil mite|tablet|tabletter
28103359500|NovoMix 30 FlexPen|IE|IE
28103361502|Dukoral|dosis|doser
28103361902|Paroxetin "PCD"|tablet|tabletter
28103364602|Zomig Nasal|pust|pust
28103364702|Zomig Nasal|pust|pust
28103365102|Seroxat|tablet|tabletter
28103366502|Sulfasalazin "medac"|tablet|tabletter
28103366902|Humira|injektionssprøjte|injektionssprøjter
28103368702|Alprazolam "PCD"|tablet|tabletter
28103368802|Alprazolam "PCD"|tablet|tabletter
28103368902|Alprazolam "PCD"|tablet|tabletter
28103369602|Risperdal|tablet|tabletter
28103369702|Risperdal|tablet|tabletter
28103369802|Risperdal|tablet|tabletter
28103370502|Amlodipin "Actavis"|tablet|tabletter
28103370602|Amlodipin "Actavis"|tablet|tabletter
28103371902|Orfadin|kapsel|kapsler
28103372002|Orfadin|kapsel|kapsler
28103373602|Atrovent|pust|pust
28103378402|Gabapentin "PCD"|kapsel|kapsler
28103378502|Gabapentin "PCD"|kapsel|kapsler
28103390502|Lisinopril "Arrow"|tablet|tabletter
28103390602|Lisinopril "Arrow"|tablet|tabletter
28103390702|Lisinopril "Arrow"|tablet|tabletter
28103390802|Hypoloc|tablet|tabletter
28103391102|Dolol Retard UNO|kapsel|kapsler
28103391202|Dolol Retard UNO|kapsel|kapsler
28103391302|Dolol Retard UNO|kapsel|kapsler
28103391802|Nicotinell Mint|sugetablet|sugetabletter
28103394102|Lisinopril/Hydrochlorthiazid "Sandoz"|tablet|tabletter
28103394302|Lisinopril/Hydrochlorthiazid "Sandoz"|tablet|tabletter
28103394702|Lisinopril/Hydroklortiazid "Orifarm"|tablet|tabletter
28103395002|Lisinopril-hydrochlorthiazid "Actavis"|tablet|tabletter
28103396801|Ebixa|ml|ml
28103397002|Zyrona|tablet|tabletter
28103398402|Tobrex Depot|dråbe|dråber
28103400902|Loratadin "Actavis"|tablet|tabletter
28103405902|Omeprazol "Sandoz"|kapsel|kapsler
28103408302|Transtec|plaster|plastre
28103408402|Transtec|plaster|plastre
28103408502|Transtec|plaster|plastre
28103409302|Ramipril "Actavis"|kapsel|kapsler
28103413302|Mildin|tablet|tabletter
28103415902|Ranid|tablet|tabletter
28103416602|Felodipin "HEXAL"|tablet|tabletter
28103416702|Felodipin "HEXAL"|tablet|tabletter
28103417102|Flecainid "Actavis"|tablet|tabletter
28103417202|Cordan|tablet|tabletter
28103417302|Finacea|påsmøring|påsmøringer
28103417902|Ramipril-hydrochlorthiazid "Actavis"|tablet|tabletter
28103418502|Ibumetin|påsmøring|påsmøringer
28103424102|Ramipril "Stada"|tablet|tabletter
28103424202|Ramipril "Stada"|tablet|tabletter
28103424302|Ramipril "Stada"|tablet|tabletter
28103426702|Avodart|kapsel|kapsler
28103427202|Ramipril "Orifarm"|tablet|tabletter
28103427302|Ramipril "Orifarm"|tablet|tabletter
28103427402|Ramipril "Orifarm"|tablet|tabletter
28103427502|Ramipril "Actavis"|tablet|tabletter
28103427602|Ramipril "Actavis"|tablet|tabletter
28103427702|Ramipril "Actavis"|tablet|tabletter
28103430502|Bondronat|tablet|tabletter
28103432202|Doxazosin Retard "Arrow"|tablet|tabletter
