DrugID|Navn|Ental|Flertal
28105643115|Zopiclon "Orifarm"|tablet|tabletter
28105643215|Sotalolhydrochlorid "Orifarm"|tablet|tabletter
28105644415|Neotigason|kapsel|kapsler
28105644715|Dovobet|påsmøring|påsmøringer
28105653615|Scopoderm|plaster|plastre
28105654515|Voltaren|rektal stikpille|rektale stikpiller
28105654615|Voltaren|rektal stikpille|rektale stikpiller
28105661015|Ciloxadex|dråbe|dråber
28105663415|Fucidine|påsmøring|påsmøringer
28105663915|Artelac|dråbe|dråber
28105664315|Entocort|kapsel|kapsler
28105664415|Questran|brev|breve
28105664515|Plaquenil|tablet|tabletter
28105665015|Buventol Easyhaler|sug|sug
28105666315|Pentasa|tablet|tabletter
28105666715|Innovair|pust|pust
28105676215|Fexotel|tablet|tabletter
28105678015|Vagifem|vaginaltablet|vaginaltabletter
28105678815|Strattera|kapsel|kapsler
28105680315|Vesicare|tablet|tabletter
28105681015|Pancillin|tablet|tabletter
28105681115|Neotigason|kapsel|kapsler
28105682315|Lopid|kapsel|kapsler
28105683015|Montelukast "Nordic Prime"|tablet|tabletter
28105683115|Primafenadin|tablet|tabletter
28105683215|Risedronatnatrium "2care4"|tablet|tabletter
28105684415|Urizia|tablet|tabletter
28105687715|Olanzapin "Nordic Prime"|tablet|tabletter
28105689915|Octasa|tablet|tabletter
28105690015|Octasa|tablet|tabletter
28105694715|Serdolect|tablet|tabletter
28105694815|Serdolect|tablet|tabletter
28105694915|Serdolect|tablet|tabletter
28105697215|Adalat Oros|tablet|tabletter
28105700715|Tetmodis|tablet|tabletter
28105702815|Spiolto Respimat|pust|pust
28105704715|Lexotan|tablet|tabletter
28105713915|Bricanyl Turbuhaler|sug|sug
28105715515|Seretide|pust|pust
28105718215|Tizanidin "2care4"|tablet|tabletter
28105719916|Voltaren|dråbe|dråber
28105720216|Visacor|tablet|tabletter
28105720316|Zoladex|implantat|implantater
28105720416|Zoladex LA|implantat|implantater
28105723416|Letrozol "2care4"|tablet|tabletter
28105723716|Taflotan|dråbe|dråber
28105727116|Adalat Oros|tablet|tabletter
28105728316|Airflusan Forspiro|sug|sug
28105728616|Airflusan Forspiro|sug|sug
28105731116|Asacol|tablet|tabletter
28105731416|Risperdal|mg|mg
28105731516|Serdolect|tablet|tabletter
28105736716|Ritalina LA|kapsel|kapsler
28105736816|Ritalina LA|kapsel|kapsler
28105736916|Ritalina LA|kapsel|kapsler
28105741716|Fucidin|påsmøring|påsmøringer
28105742016|Cetraxal Comp|dråbe|dråber
28105742516|Fentanyl "2care4"|plaster|plastre
28105744916|Grazax|tablet|tabletter
28105745716|Cordarone|ml|ml
28105746716|Famvir|tablet|tabletter
28105746816|Serdolect|tablet|tabletter
28105755016|Duspatalin Retard|kapsel|kapsler
28105767516|Daivobet|påsmøring|påsmøringer
28105768016|Adalat OROS|tablet|tabletter
28105773016|Tolterodintartrat "2care4"|kapsel|kapsler
28105776116|Candesartan "2care4"|tablet|tabletter
28105776216|Candesartan "2care4"|tablet|tabletter
