drugid|pname|enhed_e|enhed_f|kode|iteration|type|mapning|tekst
28103226101|Pulmicort Turbuhaler|sug|sug||1|N daglig|3;3| 
28103226101|Pulmicort Turbuhaler|sug|sug||1|N daglig|1| 
28103226101|Pulmicort Turbuhaler|sug|sug||1|N daglig|2| 
28103226101|Pulmicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103226101|Pulmicort Turbuhaler|sug|sug||.| | | 
28103230901|Relpax|tablet|tabletter||.| | | 
28103230901|Relpax|tablet|tabletter||0|PN|1|ved anfald
28103230901|Relpax|tablet|tabletter||1|PN|1;1|ved anfald, evt. gentaget efter mindst 2 timer
28103231101|Xalcom|dråbe|dråber||.| | | 
28103231101|Xalcom|dråbe|dråber||1|N daglig|1|i højre øje
28103231101|Xalcom|dråbe|dråber||1|N daglig|1|i venstre øje
28103231101|Xalcom|dråbe|dråber||1|N daglig|2|, 1 i hvert øje
28103231901|Actiq|sugetablet|sugetabletter||.| | | 
28103232401|Zyvoxid|ml|ml||.| | | 
28103232601|Zyvoxid|tablet|tabletter||.| | | 
28103232601|Zyvoxid|tablet|tabletter||1|N daglig|1;1| 
28103232601|Zyvoxid|tablet|tabletter||.| | | 
28103234001|Tamiflu|kapsel|kapsler||1|N daglig|1;1| 
28103234001|Tamiflu|kapsel|kapsler||1|N daglig|1| 
28103234401|Jurnista|tablet|tabletter||.| | | 
28103234401|Jurnista|tablet|tabletter||1|N daglig|1| 
28103234401|Jurnista|tablet|tabletter||1|N daglig|2| 
28103234501|Jurnista|tablet|tabletter||.| | | 
28103234501|Jurnista|tablet|tabletter||1|N daglig|1| 
28103234501|Jurnista|tablet|tabletter||1|N daglig|2| 
28103234601|Jurnista|tablet|tabletter||.| | | 
28103234601|Jurnista|tablet|tabletter||1|N daglig|1| 
28103234601|Jurnista|tablet|tabletter||1|N daglig|2| 
28103235201|Arixtra|injektionssprøjte|injektionssprøjter||.| | | 
28103235701|Puregon|IE|IE||.| | | 
28103235801|Opatanol|dråbe|dråber||1|N daglig|2;2|, 1 i hvert øje
28103237201|NuvaRing|vaginalindlæg|vaginalindlæg||.| | | 
28103237201|NuvaRing|vaginalindlæg|vaginalindlæg||.| | | 
28103238101|Atrovent|pust|pust||1|N daglig|1;1;1| 
28103238101|Atrovent|pust|pust||1|N daglig|2;2;2| 
28103238101|Atrovent|pust|pust||1|N daglig|1;1;1;1| 
28103238101|Atrovent|pust|pust||1|N daglig|2;2;2;2| 
28103238401|Voltaren Ophtha|dråbe|dråber||.| | | 
28103238401|Voltaren Ophtha|dråbe|dråber||1|N daglig|1;1;1|i højre øje
28103238401|Voltaren Ophtha|dråbe|dråber||1|N daglig|1;1;1|i venstre øje
28103238401|Voltaren Ophtha|dråbe|dråber||1|N daglig|1;1;1;1|i højre øje
28103238401|Voltaren Ophtha|dråbe|dråber||1|N daglig|1;1;1;1|i venstre øje
28103238401|Voltaren Ophtha|dråbe|dråber||1|N daglig|1;1;1;1;1|i venstre øje
28103238401|Voltaren Ophtha|dråbe|dråber||1|N daglig|1;1;1;1;1|i højre øje
28103240101|Lisinopril "Actavis"|tablet|tabletter||.| | | 
28103240101|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|2| 
28103240101|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|1| 
28103240101|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|0.5| 
28103240201|Lisinopril "Actavis"|tablet|tabletter||.| | | 
28103240201|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|2| 
28103240201|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|1| 
28103240201|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|0.5| 
28103240301|Lisinopril "Actavis"|tablet|tabletter||.| | | 
28103240301|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|2| 
28103240301|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|1| 
28103240301|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|0.5| 
28103240301|Lisinopril "Actavis"|tablet|tabletter||1|N daglig|1.5| 
28103244201|Metformin "Actavis"|tablet|tabletter||1|N daglig|1|ved måltid
28103244201|Metformin "Actavis"|tablet|tabletter||1|M+M+A+N|1+0+1|ved måltid
28103244201|Metformin "Actavis"|tablet|tabletter||1|M+M+A+N|2+0+2|ved måltid
28103244201|Metformin "Actavis"|tablet|tabletter||1|M+M+A+N|1+1+1+0|ved måltid
28103244301|Metformin "Actavis"|tablet|tabletter||.| | | 
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|2;2| 
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|1;1| 
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|1| 
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|1;1;1| 
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|2;2;2| 
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|1|ved et måltid
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|1;1|ved et måltid
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|2;2|ved et måltid
28103244301|Metformin "Actavis"|tablet|tabletter||1|M+M+A+N|1+1+1+0|ved et måltid
28103244301|Metformin "Actavis"|tablet|tabletter||1|N daglig|2;2;2|ved et måltid
28103245101|Zolpidem "Actavis"|tablet|tabletter||.| | | 
28103245101|Zolpidem "Actavis"|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103245201|Zolpidem "Actavis"|tablet|tabletter||.| | | 
28103245201|Zolpidem "Actavis"|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103245201|Zolpidem "Actavis"|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103246001|Zonoct|tablet|tabletter||.| | | 
28103246001|Zonoct|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103246001|Zonoct|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103246301|Roximstad|tablet|tabletter||.| | | 
28103246301|Roximstad|tablet|tabletter||1|N daglig|1;1| 
28103246301|Roximstad|tablet|tabletter||1|N daglig|1;1|15 min før et måltid
28103246401|Roximstad|tablet|tabletter||.| | | 
28103246401|Roximstad|tablet|tabletter||1|N daglig|1| 
28103246401|Roximstad|tablet|tabletter||1|N daglig|1|mindst 15 min før et måltid
28103246701|Detrusitol Retard|kapsel|kapsler||1|N daglig|1| 
28103246901|Detrusitol Retard|kapsel|kapsler||1|N daglig|1| 
28103249601|MicardisPlus|tablet|tabletter||.| | | 
28103249601|MicardisPlus|tablet|tabletter||1|N daglig|1| 
28103251601|Tradolan Retard|tablet|tabletter||.| | | 
28103251601|Tradolan Retard|tablet|tabletter||1|N daglig|2;2| 
28103251601|Tradolan Retard|tablet|tabletter||1|N daglig|1;1| 
28103251601|Tradolan Retard|tablet|tabletter||1|M+M+A+N|1+0+1+0| 
28103251701|Tradolan Retard|tablet|tabletter||.| | | 
28103251701|Tradolan Retard|tablet|tabletter||1|N daglig|1;1| 
28103251701|Tradolan Retard|tablet|tabletter||1|M+M+A+N|1+0+1+0| 
28103251801|Tradolan Retard|tablet|tabletter||.| | | 
28103251801|Tradolan Retard|tablet|tabletter||1|N daglig|1;1| 
28103251801|Tradolan Retard|tablet|tabletter||1|M+M+A+N|1+0+1+0| 
28103253301|Actrapid|IE|IE||.| | | 
28103253301|Actrapid|IE|IE||0|PN|1|kort tid før et måltid
28103253401|Actrapid Penfill|IE|IE||.| | | 
28103253401|Actrapid Penfill|IE|IE||0|PN|1|kort tid før et måltid
28103255201|Fluoxetin "Actavis"|tablet|tabletter||.| | | 
28103255201|Fluoxetin "Actavis"|tablet|tabletter||1|N daglig|2| 
28103255201|Fluoxetin "Actavis"|tablet|tabletter||1|N daglig|4| 
28103255201|Fluoxetin "Actavis"|tablet|tabletter||1|N daglig|1| 
28103255201|Fluoxetin "Actavis"|tablet|tabletter||1|M+M+A+N|1+0+0+0| 
28103255201|Fluoxetin "Actavis"|tablet|tabletter||1|N daglig|3| 
28103259101|Cetirizin "Actavis"|tablet|tabletter||1|N daglig|1| 
28103259101|Cetirizin "Actavis"|tablet|tabletter||1|N daglig|0.5;0.5| 
28103259101|Cetirizin "Actavis"|tablet|tabletter||1|N daglig|0.5| 
28103260101|Neurontin|tablet|tabletter||.| | | 
28103260101|Neurontin|tablet|tabletter||1|N daglig|1;1| 
28103260101|Neurontin|tablet|tabletter||1|N daglig|1| 
28103260101|Neurontin|tablet|tabletter||1|N daglig|1;1;1| 
28103260101|Neurontin|tablet|tabletter||1|N daglig|2;2;2| 
28103260201|Neurontin|tablet|tabletter||.| | | 
28103260201|Neurontin|tablet|tabletter||1|N daglig|1;1| 
28103260201|Neurontin|tablet|tabletter||1|N daglig|1| 
28103260201|Neurontin|tablet|tabletter||1|N daglig|1;1;1| 
28103264701|Fludara|tablet|tabletter||.| | | 
28103266201|Duovent|ampul|ampuller||.| | | 
28103267001|Mixtard 30|IE|IE||.| | | 
28103267001|Mixtard 30|IE|IE||.| | | 
28103268201|Mixtard 30 InnoLet|IE|IE||.| | | 
28103268201|Mixtard 30 InnoLet|IE|IE||.| | | 
28103270001|Elidel|påsmøring|påsmøringer||.| | | 
28103270001|Elidel|påsmøring|påsmøringer||1|N daglig|1;1| 
28103271701|Pulmicort Turbuhaler|sug|sug||.| | | 
28103271701|Pulmicort Turbuhaler|sug|sug||1|N daglig|1;1| 
28103271701|Pulmicort Turbuhaler|sug|sug||1|N daglig|1| 
28103271701|Pulmicort Turbuhaler|sug|sug||1|N daglig|1;1| 
28103271701|Pulmicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103271701|Pulmicort Turbuhaler|sug|sug||1|N daglig|1| 
28103271701|Pulmicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103271901|Xyzal|tablet|tabletter||.| | | 
28103271901|Xyzal|tablet|tabletter||1|N daglig|1| 
28103274801|Cialis|tablet|tabletter||1|N daglig|1| 
28103274801|Cialis|tablet|tabletter||1|N daglig|2| 
28103274801|Cialis|tablet|tabletter||0|PN|1|, 30 min før virkning ønskes
28103275101|Diovan|tablet|tabletter||.| | | 
28103275101|Diovan|tablet|tabletter||1|N daglig|2;2| 
28103275101|Diovan|tablet|tabletter||1|N daglig|1;1| 
28103275101|Diovan|tablet|tabletter||1|N daglig|2| 
28103275101|Diovan|tablet|tabletter||1|N daglig|1| 
28103275101|Diovan|tablet|tabletter||1|N daglig|0.5;0.5| 
28103275901|Nicotinell Lakrids|tyggegummi|tyggegummier||.| | | 
28103276001|Nicotinell Lakrids|tyggegummi|tyggegummier||.| | | 
28103276401|Insulatard|IE|IE||.| | | 
28103276401|Insulatard|IE|IE||.| | | 
28103276501|Insulatard Penfill|IE|IE||.| | | 
28103276501|Insulatard Penfill|IE|IE||.| | | 
28103276701|Insulatard InnoLet|IE|IE||.| | | 
28103276701|Insulatard InnoLet|IE|IE||.| | | 
28103276801|Insulatard FlexPen|IE|IE||.| | | 
28103276801|Insulatard FlexPen|IE|IE||.| | | 
28103277501|Cetirizin "PCD"|tablet|tabletter||1|N daglig|1| 
28103277501|Cetirizin "PCD"|tablet|tabletter||1|N daglig|0.5;0.5| 
28103277501|Cetirizin "PCD"|tablet|tabletter||1|N daglig|0.5| 
28103280501|Zavesca|kapsel|kapsler||.| | | 
28103280501|Zavesca|kapsel|kapsler||1|N daglig|1;1| 
28103280501|Zavesca|kapsel|kapsler||1|N daglig|1| 
28103280501|Zavesca|kapsel|kapsler||1|N daglig|1;1;1| 
28103281701|Fluconazol "HEXAL"|kapsel|kapsler||.| | | 
28103281701|Fluconazol "HEXAL"|kapsel|kapsler||.| | | 
28103281701|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|1| 
28103281701|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|2| 
28103281701|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|3| 
28103281701|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|4| 
28103281801|Fluconazol "HEXAL"|kapsel|kapsler||.| | | 
28103281801|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|1| 
28103281801|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|2| 
28103281801|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|3| 
28103281801|Fluconazol "HEXAL"|kapsel|kapsler||1|N daglig|4| 
28103281901|Fluconazol "HEXAL"|kapsel|kapsler||.| | | 
28103281901|Fluconazol "HEXAL"|kapsel|kapsler||.| | | 
28103281901|Fluconazol "HEXAL"|kapsel|kapsler||7|N daglig|1| 
28103281901|Fluconazol "HEXAL"|kapsel|kapsler||7|N daglig|2| 
28103281901|Fluconazol "HEXAL"|kapsel|kapsler||0|N daglig|1| 
28103282401|Actilax|dråbe|dråber||1|N daglig|5| 
28103282401|Actilax|dråbe|dråber||1|N daglig|8| 
28103282401|Actilax|dråbe|dråber||1|N daglig|10| 
28103282401|Actilax|dråbe|dråber||1|N daglig|15| 
28103282401|Actilax|dråbe|dråber||1|N daglig|20| 
28103284201|Cozaar|tablet|tabletter||.| | | 
28103284201|Cozaar|tablet|tabletter||1|N daglig|1| 
28103284201|Cozaar|tablet|tabletter||1|N daglig|0.5| 
28103284201|Cozaar|tablet|tabletter||1|M+M+A+N|1+0+0+0| 
28103285001|Metvix|påsmøring|påsmøringer||.| | | 
28103285201|Vivelle Dot|plaster|plastre||7|N daglig|dag 1: 1 dag 4: 1| 
28103285301|Vivelle Dot|plaster|plastre||7|N daglig|dag 1: 1 dag 4: 1| 
28103285401|Vivelle Dot|plaster|plastre||7|N daglig|dag 1: 1 dag 4: 1| 
28103285501|Vivelle Dot|plaster|plastre||7|N daglig|dag 1: 1 dag 4: 1| 
28103285601|Fluconazol "Stada"|kapsel|kapsler||.| | | 
28103285601|Fluconazol "Stada"|kapsel|kapsler||.| | | 
28103285601|Fluconazol "Stada"|kapsel|kapsler||1|N daglig|1| 
28103285601|Fluconazol "Stada"|kapsel|kapsler||1|N daglig|2| 
28103285601|Fluconazol "Stada"|kapsel|kapsler||1|N daglig|3| 
28103285601|Fluconazol "Stada"|kapsel|kapsler||1|N daglig|4| 
28103285801|Fluconazol "Stada"|kapsel|kapsler||.| | | 
28103285801|Fluconazol "Stada"|kapsel|kapsler||.| | | 
28103285801|Fluconazol "Stada"|kapsel|kapsler||7|N daglig|1| 
28103285801|Fluconazol "Stada"|kapsel|kapsler||7|N daglig|2| 
28103285801|Fluconazol "Stada"|kapsel|kapsler||0|N daglig|1| 
28103285901|Fluconazol "Stada"|kapsel|kapsler||.| | | 
28103285901|Fluconazol "Stada"|kapsel|kapsler||1|N daglig|1| 
28103285901|Fluconazol "Stada"|kapsel|kapsler||1|N daglig|2| 
28103285901|Fluconazol "Stada"|kapsel|kapsler||.| | | 
28103286601|Fluoxetin "Actavis"|kapsel|kapsler||.| | | 
28103286601|Fluoxetin "Actavis"|kapsel|kapsler||1|N daglig|1| 
28103286601|Fluoxetin "Actavis"|kapsel|kapsler||1|N daglig|2| 
28103286601|Fluoxetin "Actavis"|kapsel|kapsler||1|N daglig|3| 
28103286601|Fluoxetin "Actavis"|kapsel|kapsler||1|N daglig|4| 
28103286601|Fluoxetin "Actavis"|kapsel|kapsler||1|M+M+A+N|1+0+0+0| 
28103287001|Remeron Smelt|tablet|tabletter||.| | | 
28103287001|Remeron Smelt|tablet|tabletter||1|N daglig|1;1| 
28103287001|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103287001|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+2| 
28103287001|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103287001|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+1.5| 
28103287101|Remeron Smelt|tablet|tabletter||.| | | 
28103287101|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103287101|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103287101|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+1.5| 
28103287201|Remeron Smelt|tablet|tabletter||.| | | 
28103287201|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103287201|Remeron Smelt|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103290501|Cozaar Comp. Forte|tablet|tabletter||.| | | 
28103290501|Cozaar Comp. Forte|tablet|tabletter||1|N daglig|1| 
28103290501|Cozaar Comp. Forte|tablet|tabletter||1|N daglig|0.5| 
28103291401|Asmanex Twisthaler|sug|sug||.| | | 
28103291401|Asmanex Twisthaler|sug|sug||1|N daglig|1;1| 
28103291401|Asmanex Twisthaler|sug|sug||1|N daglig|1| 
28103291401|Asmanex Twisthaler|sug|sug||.| | | 
28103293201|Carvedilol "KRKA"|tablet|tabletter||.| | | 
28103293201|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|2;2| 
28103293201|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1;1| 
28103293201|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1| 
28103293301|Carvedilol "KRKA"|tablet|tabletter||.| | | 
28103293301|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|2;2| 
28103293301|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1;1| 
28103293301|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1| 
28103293301|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|0.5;0.5| 
28103293301|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|2| 
28103293401|Carvedilol "KRKA"|tablet|tabletter||.| | | 
28103293401|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|2;2| 
28103293401|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1;1| 
28103293401|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|2| 
28103293401|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1| 
28103293401|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|2| 
28103293501|Carvedilol "KRKA"|tablet|tabletter||.| | | 
28103293501|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|2;2| 
28103293501|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1;1| 
28103293501|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|1| 
28103293501|Carvedilol "KRKA"|tablet|tabletter||1|N daglig|0.5| 
28103295501|Zarator|tablet|tabletter||1|N daglig|1| 
28103295901|Zeldox|kapsel|kapsler||.| | | 
28103295901|Zeldox|kapsel|kapsler||1|N daglig|1;1| 
28103295901|Zeldox|kapsel|kapsler||1|N daglig|1;1|til et måltid
28103295901|Zeldox|kapsel|kapsler||1|N daglig|2;2|til et måltid
28103296001|Zeldox|kapsel|kapsler||.| | | 
28103296001|Zeldox|kapsel|kapsler||1|N daglig|1;1| 
28103296001|Zeldox|kapsel|kapsler||1|N daglig|2;2| 
28103296001|Zeldox|kapsel|kapsler||1|N daglig|1;1|til et måltid
28103296001|Zeldox|kapsel|kapsler||1|N daglig|2;2|til et måltid
28103296101|Zeldox|kapsel|kapsler||.| | | 
28103296101|Zeldox|kapsel|kapsler||1|N daglig|1;1| 
28103296101|Zeldox|kapsel|kapsler||1|N daglig|1;1|til et måltid
28103296201|Zeldox|kapsel|kapsler||.| | | 
28103296201|Zeldox|kapsel|kapsler||1|N daglig|1;1| 
28103296201|Zeldox|kapsel|kapsler||1|N daglig|1;1|til et måltid
28103297201|Tadol|kapsel|kapsler||.| | | 
28103297201|Tadol|kapsel|kapsler||1|N daglig|2;2;2;2| 
28103297201|Tadol|kapsel|kapsler||1|N daglig|1;1;1;1| 
28103297201|Tadol|kapsel|kapsler||1|N daglig|1;1;1| 
28103297201|Tadol|kapsel|kapsler||1|N daglig|1;1;1| 
28103297201|Tadol|kapsel|kapsler||1|N daglig|2;2;2| 
28103297201|Tadol|kapsel|kapsler||1|N daglig|2;2;2| 
28103297201|Tadol|kapsel|kapsler||1|N daglig|2;2;2;2| 
28103297201|Tadol|kapsel|kapsler||1|N daglig|1;1;1;1| 
28103297401|Tadol|rektal stikpille|rektale stikpiller||.| | | 
28103297401|Tadol|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1| 
28103297401|Tadol|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1;1| 
28103298101|Zolpidem "Hexal"|tablet|tabletter||.| | | 
28103298101|Zolpidem "Hexal"|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103298101|Zolpidem "Hexal"|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103304001|Moxonat|tablet|tabletter||1|N daglig|2| 
28103304001|Moxonat|tablet|tabletter||1|N daglig|1| 
28103304201|Moxonat|tablet|tabletter||1|N daglig|1| 
28103307501|Diclofenac Rapid "Orifarm"|tablet|tabletter||.| | | 
28103307501|Diclofenac Rapid "Orifarm"|tablet|tabletter||1|N daglig|1;1| 
28103307501|Diclofenac Rapid "Orifarm"|tablet|tabletter||1|N daglig|1| 
28103307501|Diclofenac Rapid "Orifarm"|tablet|tabletter||1|N daglig|1;1;1| 
28103307501|Diclofenac Rapid "Orifarm"|tablet|tabletter||1|PN|1;1;1| 
28103308401|Diclon Rapid|tablet|tabletter||.| | | 
28103308401|Diclon Rapid|tablet|tabletter||1|N daglig|1;1| 
28103308401|Diclon Rapid|tablet|tabletter||1|N daglig|1| 
28103308401|Diclon Rapid|tablet|tabletter||1|N daglig|1;1;1| 
28103308401|Diclon Rapid|tablet|tabletter||1|PN|1;1;1| 
28103308801|Cardosin Retard|tablet|tabletter||.| | | 
28103308801|Cardosin Retard|tablet|tabletter||1|N daglig|2| 
28103308801|Cardosin Retard|tablet|tabletter||1|N daglig|1| 
28103309101|Risperdal Consta|injektionssprøjte|injektionssprøjter||.| | | 
28103309101|Risperdal Consta|injektionssprøjte|injektionssprøjter||.| | | 
28103309201|Risperdal Consta|injektionssprøjte|injektionssprøjter||.| | | 
28103309201|Risperdal Consta|injektionssprøjte|injektionssprøjter||.| | | 
28103309301|Risperdal Consta|injektionssprøjte|injektionssprøjter||.| | | 
28103309301|Risperdal Consta|injektionssprøjte|injektionssprøjter||.| | | 
28103309401|Ciprofloxacin "HEXAL"|tablet|tabletter||1|N daglig|2;2| 
28103309401|Ciprofloxacin "HEXAL"|tablet|tabletter||1|N daglig|1;1| 
28103309401|Ciprofloxacin "HEXAL"|tablet|tabletter||1|N daglig|3;3| 
28103309401|Ciprofloxacin "HEXAL"|tablet|tabletter||0|N daglig|1| 
28103309401|Ciprofloxacin "HEXAL"|tablet|tabletter||0|N daglig|2| 
28103309501|Ciprofloxacin "HEXAL"|tablet|tabletter||1|N daglig|1;1| 
28103309501|Ciprofloxacin "HEXAL"|tablet|tabletter||0|N daglig|1| 
28103310001|Migard|tablet|tabletter||.| | | 
28103310001|Migard|tablet|tabletter||0|PN|1|ved anfald
28103312501|Combar|tablet|tabletter||.| | | 
28103312501|Combar|tablet|tabletter||1|N daglig|1;1| 
28103312501|Combar|tablet|tabletter||1|N daglig|2| 
28103312501|Combar|tablet|tabletter||1|N daglig|1| 
28103312501|Combar|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103312501|Combar|tablet|tabletter||1|N daglig|3| 
28103312601|Combar|tablet|tabletter||1|N daglig|1| 
28103312601|Combar|tablet|tabletter||1|N daglig|0.5;0.5| 
28103312601|Combar|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103312601|Combar|tablet|tabletter||1|N daglig|1.5| 
28103312601|Combar|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103312601|Combar|tablet|tabletter||1|M+M+A+N|0+0+0+1.5| 
28103314101|Mirtazapin "HEXAL"|tablet|tabletter||.| | | 
28103314101|Mirtazapin "HEXAL"|tablet|tabletter||1|N daglig|1;1| 
28103314101|Mirtazapin "HEXAL"|tablet|tabletter||1|N daglig|2| 
28103314101|Mirtazapin "HEXAL"|tablet|tabletter||1|N daglig|1| 
28103314101|Mirtazapin "HEXAL"|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103314101|Mirtazapin "HEXAL"|tablet|tabletter||1|N daglig|3| 
28103314201|Mirtazapin "HEXAL"|tablet|tabletter||1|N daglig|1| 
28103314201|Mirtazapin "HEXAL"|tablet|tabletter||1|N daglig|0.5;0.5| 
28103314201|Mirtazapin "HEXAL"|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103314201|Mirtazapin "HEXAL"|tablet|tabletter||1|N daglig|1.5| 
28103314201|Mirtazapin "HEXAL"|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28103314201|Mirtazapin "HEXAL"|tablet|tabletter||1|M+M+A+N|0+0+0+1.5| 
28103314301|Mirtazapin "HEXAL"|tablet|tabletter||.| | | 
28103314301|Mirtazapin "HEXAL"|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28103318801|Atenolol "Sandoz"|tablet|tabletter||.| | | 
28103318801|Atenolol "Sandoz"|tablet|tabletter||.| | | 
28103318801|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|2| 
28103318801|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|1| 
28103318801|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|0.5| 
28103320601|Ramipril/HClthiazid "1A Farma"|tablet|tabletter||.| | | 
28103320601|Ramipril/HClthiazid "1A Farma"|tablet|tabletter||1|N daglig|2| 
28103320601|Ramipril/HClthiazid "1A Farma"|tablet|tabletter||1|N daglig|1| 
28103320601|Ramipril/HClthiazid "1A Farma"|tablet|tabletter||1|N daglig|0.5| 
28103322401|Niferex|kapsel|kapsler||.| | | 
28103322401|Niferex|kapsel|kapsler||1|N daglig|1;1| 
28103322401|Niferex|kapsel|kapsler||1|N daglig|1| 
28103322501|Ebixa|tablet|tabletter||.| | | 
28103322501|Ebixa|tablet|tabletter||.| | | 
28103322501|Ebixa|tablet|tabletter||1|N daglig|1| 
28103322501|Ebixa|tablet|tabletter||1|N daglig|2| 
28103323001|Alnok|tablet|tabletter||1|N daglig|1| 
28103323001|Alnok|tablet|tabletter||1|N daglig|0.5;0.5| 
28103323001|Alnok|tablet|tabletter||1|N daglig|0.5| 
28103323801|Roxithromycin "Orifarm"|tablet|tabletter||.| | | 
28103323801|Roxithromycin "Orifarm"|tablet|tabletter||1|N daglig|1;1| 
28103323801|Roxithromycin "Orifarm"|tablet|tabletter||1|N daglig|1;1|15 min før et måltid
28103323901|Roxithromycin "Orifarm"|tablet|tabletter||.| | | 
28103323901|Roxithromycin "Orifarm"|tablet|tabletter||1|N daglig|1| 
28103323901|Roxithromycin "Orifarm"|tablet|tabletter||1|N daglig|1|mindst 15 min før et måltid
28103327901|Spiriva|inhalationskapsel|inhalationskapsler||.| | | 
28103327901|Spiriva|inhalationskapsel|inhalationskapsler||1|N daglig|1| 
28103328201|Norspan|plaster|plastre||.| | | 
28103328201|Norspan|plaster|plastre||7|N daglig|1| 
28103328301|Norspan|plaster|plastre||.| | | 
28103328301|Norspan|plaster|plastre||7|N daglig|1| 
28103328401|Norspan|plaster|plastre||.| | | 
28103328401|Norspan|plaster|plastre||7|N daglig|1| 
28103329601|Felodipin "Teva"|tablet|tabletter||.| | | 
28103329601|Felodipin "Teva"|tablet|tabletter||1|N daglig|2| 
28103329601|Felodipin "Teva"|tablet|tabletter||1|N daglig|1| 
28103329701|Felodipin "Teva"|tablet|tabletter||.| | | 
28103329701|Felodipin "Teva"|tablet|tabletter||1|N daglig|1| 
28103332201|Symbicort Turbuhaler|sug|sug||.| | | 
28103332201|Symbicort Turbuhaler|sug|sug||1|N daglig|1;1| 
28103332201|Symbicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103332201|Symbicort Turbuhaler|sug|sug||1|N daglig|4;4| 
