DrugId|Drugname|ShortTranslation
28101832496|Orfiril Long|1 kapsel daglig|S
28101832596|Orfiril Long|3 kapsler 1 gang daglig|S
28101832596|Orfiril Long|2 kapsler før sengetid|S
28101832596|Orfiril Long|4 kapsler før sengetid|S
28101832596|Orfiril Long|1 kapsel før sengetid|S
28101832596|Orfiril Long|3 kapsler før sengetid|S
28101832596|Orfiril Long|4 kapsler 1 gang daglig|S
28101832596|Orfiril Long|2 kapsler 1 gang daglig|S
28101832596|Orfiril Long|1 kapsel daglig|S
28101836296|Imigran|1 pust efter behov ved anfald|S
28101836396|Imigran|1 pust efter behov ved anfald|S
28101837196|Divina Plus|1 tablet daglig i 3 uger, herefter en uges pause|S
28101837196|Divina Plus|1 tablet daglig|S
28101837396|Vexol|1 dråbe 4 gange daglig i højre øje|S
28101837396|Vexol|1 dråbe 4 gange daglig i venstre øje|S
28101837396|Vexol|1 dråbe 4 gange daglig i begge øjne|S
28101839196|Otrivin Junior ukonserveret|1 pust 2 gange daglig i begge næsebor|S
28101839196|Otrivin Junior ukonserveret|1 pust 3 gange daglig i begge næsebor|S
28101839296|Otrivin ukonserveret|1 pust 3 gange daglig i begge næsebor|S
28101839296|Otrivin ukonserveret|1 pust 2 gange daglig i begge næsebor|S
28101842096|Femar|1 tablet daglig|S
28101842796|Zanidip|2 tabletter 1 gang daglig mindst 15 minutter før et måltid|S
28101842796|Zanidip|1 tablet daglig mindst 15 min før et måltid|S
28101842796|Zanidip|2 tabletter 1 gang daglig mindst 15 minutter før et måltid|S
28101845496|Imigran||S
28101845496|Imigran|1 rektal stikpille efter behov ved anfald|S
28101845596|Arthrotec Forte|1 tablet 2 gange daglig ved et måltid|S
28101845596|Arthrotec Forte|1 tablet 2 gange daglig efter et måltid|S
28101847296|Migea Rapid|1 tablet efter behov ved de første symptomer|S
28101847296|Migea Rapid||S
28101847396|Rhinocort Aqua|2 pust 2 gange daglig i begge næsebor|S
28101847396|Rhinocort Aqua|4 pust daglig i begge næsebor|S
28101847396|Rhinocort Aqua|2 pust daglig i begge næsebor|S
28101847396|Rhinocort Aqua|1 pust 2 gange daglig i begge næsebor|S
28101847496|Rhinocort Aqua|1 pust daglig i begge næsebor|S
28101847496|Rhinocort Aqua|1 pust 2 gange daglig i begge næsebor|S
28101847496|Rhinocort Aqua|2 pust morgen i begge næsebor|S
28101847496|Rhinocort Aqua|1 pust morgen og aften i begge næsebor|S
28101847496|Rhinocort Aqua|2 pust daglig i begge næsebor|S
28101848496|Prednisolon "DLF"|Dosering efter skriftlig anvisning|S
28101848596|Prednisolon "DLF"|Dosering efter skriftlig anvisning|S
28101848696|Prednisolon "DLF"|Dosering efter skriftlig anvisning|S
28101849196|Asasantin Retard|1 kapsel 2 gange daglig|S
28101849296|Persantin Retard|1 kapsel morgen og aften|N
28101849396|Asacol|1 rektaltube daglig før sengetid|S
28101851596|Zofran|1 tablet 2 gange daglig|S
28101851696|Zofran|1 tablet 2 gange daglig|S
28101851896|Pentasa|3 tabletter 2 gange daglig|S
28101851896|Pentasa|4 tabletter 1 gang daglig|S
28101851896|Pentasa|2 tabletter 1 gang daglig|S
28101851896|Pentasa|2 tabletter 3 gange daglig|S
28101851896|Pentasa|4 tabletter 2 gange daglig|S
28101851896|Pentasa|1 tablet 4 gange daglig|S
28101851896|Pentasa|3 tabletter 1 gang daglig|S
28101851896|Pentasa|2 tabletter 2 gange daglig|S
28101851896|Pentasa|3 tabletter 3 gange daglig|S
28101851896|Pentasa|2 tabletter 4 gange daglig|S
28101851896|Pentasa|1 tablet 3 gange daglig|S
28101851896|Pentasa|1 tablet 2 gange daglig|S
28101852596|Xenical|1 kapsel morgen, middag og aften til et måltid|S
28101852596|Xenical|1 kapsel morgen, middag og aften til hvert hovedmåltid|S
28101854096|Nobligan Retard|1 tablet morgen og aften|S
28101854096|Nobligan Retard|2 tabletter morgen og aften|S
28101854196|Nobligan Retard|1 tablet morgen og aften|S
28101854296|Nobligan Retard|1 tablet morgen og aften|S
28101857796|Efexor Depot|1 kapsel daglig til et måltid|S
28101857796|Efexor Depot|3 kapsler 1 gang daglig til et måltid|S
28101857796|Efexor Depot|2 kapsler 1 gang daglig|S
28101857796|Efexor Depot|3 kapsler 1 gang daglig|S
28101857796|Efexor Depot|2 kapsler 1 gang daglig til et måltid|S
28101857796|Efexor Depot|1 kapsel daglig|S
28101857896|Efexor Depot|2 kapsler 1 gang daglig til et måltid|S
28101857896|Efexor Depot|2 kapsler 1 gang daglig|S
28101857896|Efexor Depot|1 kapsel daglig|S
28101857896|Efexor Depot|1 kapsel daglig til et måltid|S
28101859396|Aciclovir "Actavis"|1 tablet 5 gange daglig i 5 dage|S
28101859396|Aciclovir "Actavis"|1 tablet 5 gange daglig|S
28101859396|Aciclovir "Actavis"|1 tablet 3 gange daglig|S
28101859396|Aciclovir "Actavis"|1 tablet 4 gange daglig|S
28101859396|Aciclovir "Actavis"|1 tablet 2 gange daglig|S
28101859496|Aciclovir "Actavis"|1 tablet 4 gange daglig|S
28101859496|Aciclovir "Actavis"|1 tablet 2 gange daglig|S
28101859596|Aciclovir "Actavis"|1 tablet 5 gange daglig|S
28101859596|Aciclovir "Actavis"|1 tablet 4 gange daglig|S
28101860096|Evo-Conti|1 plaster mandag og torsdag hver uge|S
28101860196|Evo-Sequi|1 plaster mandag og torsdag hver uge|S
28101860996|Modifenac|2 kapsler 1 gang daglig|S
28101860996|Modifenac|1 kapsel daglig|S
28101860996|Modifenac|1 kapsel 2 gange daglig|S
28101861096|Movicol|1 brev 3 gange daglig|S
28101861096|Movicol|1 brev daglig|S
28101861096|Movicol|8 breve efter behov, indtages i løbet af 6 timer|S
28101861096|Movicol|1 brev 2 gange daglig|S
28101861296|Zarator|1 tablet daglig|S
28101861296|Zarator|2 tabletter 4 gange daglig|S
28101861296|Zarator|3 tabletter 1 gang daglig|S
28101861296|Zarator|4 tabletter 1 gang daglig|S
28101861296|Zarator|2 tabletter 1 gang daglig|S
28101861396|Zarator|2 tabletter 1 gang daglig|S
28101861396|Zarator|2 tabletter 4 gange daglig|S
28101861396|Zarator|4 tabletter 1 gang daglig|S
28101861396|Zarator|3 tabletter 1 gang daglig|S
28101861396|Zarator|1 tablet daglig|S
28101861496|Zarator|2 tabletter 1 gang daglig|S
28101861496|Zarator|1 tablet daglig|S
28101862896|Comtess||S
28101862896|Comtess||S
28101863196|Aciclodan|1 tablet 5 gange daglig i 5 dage|S
28101863196|Aciclodan|2 tabletter 2 gange daglig|S
28101863196|Aciclodan|1 tablet 4 gange daglig|S
28101863196|Aciclodan|2 tabletter 4 gange daglig|S
28101863296|Aciclodan|2 tabletter 5 gange daglig i 7 dage|S
28101863296|Aciclodan|1 tablet 2 gange daglig|S
28101863396|Aciclodan|1 tablet 5 gange daglig i 7 dage|S
28101864496|Naragran|1 tablet efter behov ved anfald|S
28101866396|Apydan|1 tablet daglig|S
28101866396|Apydan|1/4 tablet 2 gange daglig|S
28101866396|Apydan|1 tablet 2 gange daglig|S
28101866396|Apydan|1/2 tablet 2 gange daglig|S
28101866396|Apydan|1/2 tablet 3 gange daglig|S
28101866396|Apydan|1/2 tablet daglig|S
28101866396|Apydan|1 tablet 3 gange daglig|S
28101866396|Apydan|1/4 tablet 3 gange daglig|S
28101866396|Apydan|1/4 tablet daglig|S
28101866496|Apydan|1/2 tablet daglig|S
28101866496|Apydan|1 tablet 2 gange daglig|S
28101866496|Apydan|1/2 tablet 2 gange daglig|S
28101866496|Apydan|1/2 tablet 3 gange daglig|S
28101866496|Apydan|1 tablet 3 gange daglig|S
28101866596|Mandolgin|1 kapsel 3 gange daglig|N
28101866596|Mandolgin|1 kapsel 4 gange daglig|N
28101866596|Mandolgin|2 kapsler 3 gange daglig|N
28101866596|Mandolgin|2 kapsler 4 gange daglig|N
28101866696|Mandolgin|1 kapsel 3 gange daglig|S
28101866696|Mandolgin|1 kapsel 4 gange daglig|S
28101866996|Solian|2 tabletter 1 gang daglig|S
28101866996|Solian|1 tablet daglig|S
28101866996|Solian|3 tabletter 1 gang daglig|S
28101867096|Solian|1 tablet daglig|S
28101867096|Solian|2 tabletter 1 gang daglig|S
28101867096|Solian|2 tabletter 2 gange daglig|S
28101867096|Solian|1 tablet 2 gange daglig|S
28101867096|Solian|1/2 tablet daglig|S
28101867596|Madopar Quick 62,5|2 tabletter 3 gange daglig|S
28101867596|Madopar Quick 62,5|1 tablet 3 gange daglig|S
28101867596|Madopar Quick 62,5|1 tablet 4 gange daglig|S
28101867696|Madopar Quick 125|1/2 tablet 3 gange daglig|S
28101867696|Madopar Quick 125|1/2 tablet 4 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 5 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 3 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 6 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 4 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 2 gange daglig|S
28101872097|Plavix|1 tablet daglig|S
28101875297|Xalatan|1 dråbe aften i højre øje|S
28101875297|Xalatan|1 dråbe aften i venstre øje|S
28101875297|Xalatan|1 dråbe aften i begge øjne|S
28101875697|Losec|1 tablet daglig|S
28101875697|Losec|2 tabletter 1 gang daglig|S
28101875697|Losec|1 tablet daglig|S
28101875697|Losec|1 tablet 2 gange daglig dag 1, 2, 3, 5 og 6|S
28101875697|Losec|2 tabletter 1 gang daglig|S
28101879297|Pulmicort Turbuhaler|1 sug daglig|S
28101879297|Pulmicort Turbuhaler|2 sug 1 gang daglig|S
28101879297|Pulmicort Turbuhaler|1 sug 2 gange daglig|S
28101879297|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879297|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879297|Pulmicort Turbuhaler|3 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|1 sug daglig|S
28101879397|Pulmicort Turbuhaler|1 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|1 sug daglig|S
28101879397|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|1 sug 2 gange daglig|S
28101879797|Aricept|1 tablet før sengetid|S
28101879797|Aricept|2 tabletter før sengetid|S
28101879897|Aricept|1 tablet før sengetid|S
28101879897|Aricept|1 tablet daglig|S
28101882397|NovoNorm|1 tablet morgen, middag og aften før hvert hovedmåltid|S
28101882497|NovoNorm|1 tablet morgen, middag og aften før hvert hovedmåltid|S
28101882597|NovoNorm|2 tabletter morgen, middag og aften før hvert hovedmåltid|S
28101882597|NovoNorm|1 tablet morgen, middag og aften før hvert hovedmåltid|S
28101882797|Evista|1 tablet daglig|S
28101884897|Glytrin|3 pust efter behov, under tungen ved smerter|S
28101884897|Glytrin|1 pust efter behov under tungen ved smerter|S
28101884897|Glytrin|2 pust efter behov under tungen ved smerter|S
28101886197|Klacid Uno|2 tabletter 1 gang daglig til et måltid|S
28101886197|Klacid Uno|1 tablet daglig ved et måltid|S
28101886997|Vagifem|1 vaginaltablet mandag og torsdag hver uge|S
28101887797|Nasonex|1 pust daglig i begge næsebor|N
28101887797|Nasonex|2 pust daglig i begge næsebor|N
28101887797|Nasonex|3 pust daglig i begge næsebor|N
28101887797|Nasonex|4 pust daglig i begge næsebor|N
28101888097|Exelon|3 kapsler 2 gange daglig til et måltid|S
28101888097|Exelon|2 kapsler 2 gange daglig til et måltid|S
28101888097|Exelon|1 kapsel 2 gange daglig til et måltid|S
28101888197|Exelon|2 kapsler 2 gange daglig til et måltid|S
28101888197|Exelon|1 kapsel 2 gange daglig til et måltid|S
28101888297|Exelon|1 kapsel 2 gange daglig til et måltid|S
28101888397|Exelon|1 kapsel 2 gange daglig|S
28101888397|Exelon|1 kapsel 2 gange daglig til et måltid|S
28101890597|Ibutop|1 påsmøring efter behov, højst 4 gange daglig|S
28101891697|Telfast|1 tablet daglig|S
28101891797|Telfast|1 tablet daglig|S
28101892597|Bioclavid|1 tablet 3 gange daglig|S
28101896997|Elocom|1 påføring daglig|S
28101897297|Atacand|2 tabletter 1 gang daglig|S
28101897297|Atacand|1 tablet daglig|S
28101897297|Atacand|4 tabletter 1 gang daglig|S
28101897297|Atacand|4 tabletter 1 gang daglig|S
28101897297|Atacand|3 tabletter 1 gang daglig|S
28101897297|Atacand|1/2 tablet daglig|S
28101897297|Atacand|3 tabletter 1 gang daglig|S
28101897297|Atacand|2 tabletter 1 gang daglig|S
28101897397|Atacand|3 tabletter 1 gang daglig|S
28101897397|Atacand|2 tabletter 1 gang daglig|S
28101897397|Atacand|4 tabletter 1 gang daglig|S
28101897397|Atacand|3 tabletter 1 gang daglig|S
28101897397|Atacand|1/2 tablet daglig|S
28101897397|Atacand|1 tablet daglig|S
28101897497|Atacand|1 tablet daglig|S
28101897497|Atacand|1/2 tablet daglig|S
28101897497|Atacand|2 tabletter 1 gang daglig|S
28101897897|Cozaar|1 tablet daglig|S
28101897897|Cozaar|2 tabletter 1 gang daglig|S
28101897997|Seroxat|25 ml 1 gang daglig|S
28101897997|Seroxat|30 ml 1 gang daglig|S
28101897997|Seroxat|15 ml 1 gang daglig|S
28101897997|Seroxat|5 ml 1 gang daglig|S
28101897997|Seroxat|20 ml 1 gang daglig|S
28101897997|Seroxat|10 ml 1 gang daglig|S
28101898497|Edronax|1 1/2 tabletter morgen og 1 tablet aften|S
28101899997|Alphagan|1 dråbe 2 gange daglig i højre øje|S
28101899997|Alphagan|1 dråbe 2 gange daglig i venstre øje|S
28101899997|Alphagan|1 dråbe 2 gange daglig i begge øjne|S
28101902497|Otrivin Menthol ukonserveret|1 pust 2 gange daglig i begge næsebor|S
28101902497|Otrivin Menthol ukonserveret|1 pust 3 gange daglig i begge næsebor|S
28101903697|Proctosedyl|1 påsmøring 3 gange daglig|S
28101903697|Proctosedyl|1 påsmøring 2 gange daglig|S
28101904597|Cosopt|1 dråbe 2 gange daglig i højre øje|S
28101904597|Cosopt|1 dråbe 2 gange daglig i venstre øje|S
28101904597|Cosopt|1 dråbe 2 gange daglig i begge øjne|S
28101904697|Oculac|1 dråbe 4 gange daglig i begge øjne|S
28101904697|Oculac|1 dråbe efter behov|S
28101904797|Oculac|1 dråbe 4 gange daglig i begge øjne|S
28101904797|Oculac|1 dråbe efter behov|S
28101904897|Nasacort|1 pust daglig i begge næsebor|S
28101904897|Nasacort|2 pust daglig i begge næsebor|S
28101905597|Orfiril Long|3 beholdere før sengetid|S
28101905597|Orfiril Long|1 beholder 3 gange daglig|S
28101905597|Orfiril Long|2 beholdere 1 gang daglig|S
28101905597|Orfiril Long|2 beholdere før sengetid|S
28101905597|Orfiril Long|1 beholder før sengetid|S
28101905597|Orfiril Long|1 beholder daglig|S
28101905697|Orfiril Long|2 beholdere 1 gang daglig|S
28101905697|Orfiril Long|2 beholdere før sengetid|S
28101905997|Benadryl|1 kapsel 2 gange daglig|S
28101906597|Zelitrex|2 tabletter 1 gang daglig|S
28101906597|Zelitrex|1 tablet daglig|S
28101906597|Zelitrex|2 tabletter 2 gange daglig|S
28101906597|Zelitrex|1 tablet 2 gange daglig|S
28101906997|Viagra|2 tabletter 1 gang daglig 1 time før virkning ønskes|S
28101907097|Viagra|1 tablet daglig 1 time før virkning ønskes|S
28101907197|Viagra|1 tablet efter behov, 1 time før virkning ønskes|S
28101907897|Etalpha|1 kapsel daglig|S
28101907897|Etalpha|2 kapsler 1 gang daglig|S
28101911897|Zitromax|1 tablet 1 gang daglig i 3 dage|S
28101911897|Zitromax|2 tabletter 1 gang|S
28101913697|Ketesse|1 tablet daglig|S
28101913697|Ketesse|1 tablet 3 gange daglig|S
28101913697|Ketesse|1 tablet 2 gange daglig|S
28101916897|Cipramil|1 tablet daglig|S
28101917397|Dolol|1 brusetablet 3 gange daglig|S
28101917397|Dolol|1 brusetablet 4 gange daglig|S
28101917397|Dolol|2 brusetabletter 3 gange daglig|S
28101917397|Dolol|2 brusetabletter 4 gange daglig|S
28101919797|Singulair|1 tyggetablet aften|S
28101919797|Singulair|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28101919797|Singulair|1 tyggetablet daglig|S
28101919897|Singulair|1 tablet daglig|S
28101919897|Singulair|1 tablet aften|S
28101921397|Beclomet Easyhaler|1 sug daglig|S
28101921397|Beclomet Easyhaler|4 sug 2 gange daglig|S
28101921397|Beclomet Easyhaler|3 sug 2 gange daglig|S
28101921397|Beclomet Easyhaler|2 sug 2 gange daglig|S
28101921397|Beclomet Easyhaler|1 sug 2 gange daglig|S
28101925897|Emadine|1 dråbe 2 gange daglig i begge øjne|S
28101927197|Pantoloc|1 tablet 2 gange daglig|S
28101927197|Pantoloc|2 tabletter 1 gang daglig|S
28101927197|Pantoloc|1 tablet 2 gange daglig|S
28101927197|Pantoloc|1 tablet daglig|S
28101931097|Aerobec|1 pust 2 gange daglig|S
28101931097|Aerobec|3 pust 2 gange daglig|S
28101931097|Aerobec|2 pust 2 gange daglig|S
28101931097|Aerobec|4 pust 2 gange daglig|S
28101931197|Aerobec|4 pust 2 gange daglig|S
28101931197|Aerobec|2 pust 2 gange daglig|S
28101931197|Aerobec|3 pust 2 gange daglig|S
28101931197|Aerobec|1 pust 2 gange daglig|S
28101932597|Gemadol Retard|1 kapsel morgen og aften|S
28101932597|Gemadol Retard|2 kapsler morgen og aften|S
28101932697|Gemadol Retard|1 kapsel morgen og aften|S
28101932697|Gemadol Retard|2 kapsler morgen og aften|S
28101932797|Gemadol Retard|1 kapsel morgen og aften|S
28101932797|Gemadol Retard|1 kapsel 2 gange daglig|S
28101932897|Gemadol Retard|1 kapsel morgen og aften|S
28101933897|Diovan Comp 80 mg/12,5 mg|1 tablet daglig|S
28101934697|Cellcept|7,5 ml 2 gange daglig|S
28101934697|Cellcept|5 ml 2 gange daglig|S
28101935297|Mandolgin|1 brusetablet 3 gange daglig|S
28101935297|Mandolgin|1 brusetablet 4 gange daglig|S
28101935297|Mandolgin|2 brusetabletter 3 gange daglig|S
28101935297|Mandolgin|2 brusetabletter 4 gange daglig|S
28101939997|Clozapine "Actavis"|1 tablet 3 gange daglig|S
28101939997|Clozapine "Actavis"|1/2 tablet 2 gange daglig|S
28101939997|Clozapine "Actavis"|1 tablet daglig|S
28101939997|Clozapine "Actavis"|1 tablet 2 gange daglig|S
28101939997|Clozapine "Actavis"|2 tabletter 2 gange daglig|S
28101940097|Clozapine "Actavis"|1 1/2 tabletter 3 gange daglig|S
28101940097|Clozapine "Actavis"|1 1/2 tabletter 2 gange daglig|S
28101940097|Clozapine "Actavis"|1 tablet 3 gange daglig|S
28101940097|Clozapine "Actavis"|1/2 tablet 2 gange daglig|S
28101940097|Clozapine "Actavis"|1 tablet 2 gange daglig|S
28101941197|Rozex|1 påsmøring 2 gange daglig|S
28101941297|Rozex|1 påsmøring 2 gange daglig|S
28101942297|Redap|1 påsmøring før sengetid|S
28101942597|Mandolgin Retard|1 tablet morgen og aften|S
28101942597|Mandolgin Retard|1 tablet 2 gange daglig|S
28101942697|Mandolgin Retard|1 tablet morgen og aften|S
28101942697|Mandolgin Retard|1 tablet 2 gange daglig|S
28101943797|Tetracyclin "Actavis"|1 tablet daglig|S
28101943797|Tetracyclin "Actavis"|2 tabletter 1 gang daglig|S
28101943797|Tetracyclin "Actavis"|1 tablet 4 gange daglig|S
28101943797|Tetracyclin "Actavis"|1 tablet 2 gange daglig|S
28101943797|Tetracyclin "Actavis"|2 tabletter 4 gange daglig|S
28101943797|Tetracyclin "Actavis"|2 tabletter 2 gange daglig|S
28101945397|Herpavir|1 påsmøring 5 gange daglig i 10 dage|S
28101945397|Herpavir|1 påsmøring 5 gange daglig i 5 dage|S
28101949797|Oftagel|1 dråbe daglig i begge øjne|S
28101949797|Oftagel|1 dråbe 4 gange daglig i begge øjne|S
28101949797|Oftagel|1 dråbe 3 gange daglig i begge øjne|S
28101949797|Oftagel|1 dråbe 2 gange daglig i begge øjne|S
28101949797|Oftagel|1 dråbe efter behov|S
28101952197|CoAprovel|1 tablet daglig|S
28101953197|Premid|3 kapsler 3 gange daglig efter et måltid|S
28101953397|Miflonide|2 inhalationskapsler 2 gange daglig|S
28101953397|Miflonide|2 inhalationskapsler 2 gange daglig|S
28101954397|Zopiclone "Actavis"|2 tabletter 1 gang daglig før sengetid|S
28101954597|Zopiclone "Actavis"|1 tablet daglig før sengetid|S
28101957397|Subutex|4 resoribletter 1 gang daglig under tungen|S
28101957397|Subutex|3 resoribletter 1 gang daglig under tungen|S
28101957397|Subutex|1 resoriblet daglig under tungen|S
28101957397|Subutex|2 resoribletter 1 gang daglig under tungen|S
28101957497|Subutex|1 resoriblet daglig under tungen|S
28101957697|Imoclone|1 tablet daglig før sengetid|S
28101958997|Topimax|2 kapsler før sengetid|S
28101958997|Topimax|2 kapsler 3 gange daglig|S
28101959097|Topimax|1 kapsel 2 gange daglig|S
28101959097|Topimax|1 kapsel før sengetid|S
28103008198|Maxalt Smelt||S
28103008198|Maxalt Smelt|1 tablet efter behov ved anfald|S
28103008198|Maxalt Smelt|2 tabletter efter behov ved anfald|S
28103008298|Maxalt Smelt|1 tablet efter behov ved anfald|S
28103008298|Maxalt Smelt|2 tabletter efter behov ved anfald|S
28103008298|Maxalt Smelt||S
28103008498|Bettamousse|1 indgnidning morgen og aften|S
28103008798|Vancocin|1 kapsel 4 gange daglig|S
28103008798|Vancocin|2 kapsler 4 gange daglig|S
28103008798|Vancocin|2 kapsler 6 gange daglig|S
28103008798|Vancocin|1 kapsel 4 gange daglig|S
28103009598|Activelle|1 tablet daglig|S
28103010598|Celluvisc|1 dråbe 4 gange daglig i begge øjne|S
28103010598|Celluvisc|1 dråbe efter behov|S
28103011298|Adalat Oros|3 tabletter 1 gang daglig|S
28103011298|Adalat Oros|1 tablet daglig|S
28103011298|Adalat Oros|2 tabletter 1 gang daglig|S
28103012298|Arava|1 tablet daglig|S
28103012398|Arava|1 tablet daglig|S
28103013398|Depolan|1 tablet 2 gange daglig|S
28103013398|Depolan|2 tabletter 2 gange daglig|S
28103013498|Depolan|1 tablet 2 gange daglig|S
28103013498|Depolan|2 tabletter 2 gange daglig|S
28103013598|Depolan|1 tablet 2 gange daglig|S
28103013598|Depolan|2 tabletter 2 gange daglig|S
28103013698|Depolan|1 tablet 2 gange daglig|S
28103013698|Depolan|2 tabletter 2 gange daglig|S
28103015598|Desmopressin "Actavis"|3 pust 1 gang daglig|S
28103015598|Desmopressin "Actavis"|1 pust daglig|S
28103015598|Desmopressin "Actavis"|4 pust 1 gang daglig|S
28103015598|Desmopressin "Actavis"|2 pust 1 gang daglig|S
28103015598|Desmopressin "Actavis"|2 pust 2 gange daglig|S
28103015598|Desmopressin "Actavis"|1 pust 2 gange daglig|S
28103016298|Flixonase|1 ampul daglig fordelt i begge næsebor|S
28103016298|Flixonase|1 ampul 2 gange daglig fordelt i begge næsebor|S
28103017798|OxyContin|1 tablet 2 gange daglig|S
28103017798|OxyContin|2 tabletter 2 gange daglig|S
28103019598|Metoprolol "GEA"|1 tablet daglig|S
28103019598|Metoprolol "GEA"|2 tabletter 1 gang daglig|S
28103019598|Metoprolol "GEA"|1 tablet morgen|S
28103019598|Metoprolol "GEA"|2 tabletter morgen|S
28103019698|Metoprolol "GEA"|1 tablet daglig|S
28103019698|Metoprolol "GEA"|2 tabletter 1 gang daglig|S
28103019698|Metoprolol "GEA"|1 tablet morgen|S
28103019698|Metoprolol "GEA"|2 tabletter morgen|S
28103019798|Metoprolol "GEA"|1 tablet daglig|S
28103019798|Metoprolol "GEA"|1 tablet morgen|S
28103020598|Allergodil|1 dråbe 4 gange daglig i begge øjne|S
28103020598|Allergodil|1 dråbe 3 gange daglig i begge øjne|S
28103020598|Allergodil|1 dråbe 2 gange daglig i begge øjne|S
28103022898|Rhinocort Turbuhaler|1 sug daglig i begge næsebor|S
28103022898|Rhinocort Turbuhaler|1 sug 2 gange daglig i begge næsebor|S
28103022898|Rhinocort Turbuhaler|2 sug daglig i begge næsebor|S
28103023098|Risperdal|1 tablet daglig|S
28103023098|Risperdal|1 tablet 2 gange daglig|S
28103023098|Risperdal|3 tabletter 1 gang daglig|S
28103023098|Risperdal|2 tabletter 1 gang daglig|S
28103023098|Risperdal|2 tabletter 2 gange daglig|S
28103024398|Pariet|1 tablet daglig|S
28103024398|Pariet|1 tablet daglig før morgenmaden|S
28103024398|Pariet||S
28103024398|Pariet|2 tabletter 1 gang daglig|S
28103024498|Pariet|1 tablet daglig før morgenmaden|S
28103024498|Pariet|3 tabletter 1 gang daglig|S
28103024498|Pariet|1 tablet 2 gange daglig|S
28103024498|Pariet|1 tablet daglig|S
28103025298|Propecia|1 tablet daglig|S
28103026698|Azopt|1 dråbe 3 gange daglig i venstre øje|S
28103026698|Azopt|1 dråbe 2 gange daglig i venstre øje|S
28103026698|Azopt|1 dråbe 3 gange daglig i begge øjne|S
28103026698|Azopt|1 dråbe 2 gange daglig i højre øje|S
28103026698|Azopt|1 dråbe 3 gange daglig i højre øje|S
28103026698|Azopt|1 dråbe 2 gange daglig i begge øjne|S
28103028498|Atacand Zid 8 mg/12,5 mg|1 tablet daglig|S
28103028498|Atacand Zid 8 mg/12,5 mg|1/2 tablet daglig|S
28103030998|Acivir|1 påsmøring 5 gange daglig i 10 dage|S
28103030998|Acivir|1 påsmøring 5 gange daglig i 5 dage|S
28103034298|Keppra|2 tabletter 2 gange daglig|S
28103034298|Keppra|1 1/2 tabletter 2 gange daglig|S
28103034298|Keppra|3 tabletter 2 gange daglig|S
28103034298|Keppra|1 tablet 2 gange daglig|S
28103036498|Novorapid|Dosering efter skriftlig anvisning|S
28103036598|Novorapid Penfill|Dosering efter skriftlig anvisning|S
28103036798|Pantoloc|1 tablet 2 gange daglig|S
28103036798|Pantoloc|1 tablet daglig|S
28103036798|Pantoloc|2 tabletter 1 gang daglig|S
28103036798|Pantoloc|1 tablet daglig 1 time før et måltid|S
28103037998|Implanon NXT|1 implantat 1 gang|S
28103038698|Seretide|1 sug 2 gange daglig|S
28103038798|Seretide|1 sug 2 gange daglig|S
28103038898|Seretide|1 sug 2 gange daglig|N
28103040998|Imozop|2 tabletter 1 gang daglig før sengetid|S
28103041398|Trileptal|1/2 tablet 2 gange daglig|S
28103041398|Trileptal|1 tablet 2 gange daglig|S
28103041398|Trileptal|1/2 tablet 3 gange daglig|S
28103041398|Trileptal|1 tablet 3 gange daglig|S
28103041398|Trileptal|1/2 tablet daglig|S
28103041398|Trileptal|1 tablet daglig|S
28103041398|Trileptal|2 tabletter 2 gange daglig|S
28103041498|Trileptal|1 tablet daglig|S
28103041498|Trileptal|1/2 tablet 2 gange daglig|S
28103041498|Trileptal|1 tablet 2 gange daglig|S
28103041498|Trileptal|1/2 tablet 3 gange daglig|S
28103041498|Trileptal|1/2 tablet daglig|S
28103041498|Trileptal|2 tabletter 2 gange daglig|S
28103041498|Trileptal|1 tablet 3 gange daglig|S
28103041598|Trileptal|2 tabletter 2 gange daglig|S
28103041598|Trileptal|1 tablet 3 gange daglig|S
28103041598|Trileptal|1 tablet 2 gange daglig|S
28103041598|Trileptal|1/2 tablet 3 gange daglig|S
28103041598|Trileptal|1/2 tablet daglig|S
28103041598|Trileptal|1 tablet daglig|S
28103041598|Trileptal|1/2 tablet 2 gange daglig|S
28103048998|Cardiostad|1/2 tablet daglig|S
28103048998|Cardiostad|2 tabletter 1 gang daglig|S
28103048998|Cardiostad|1 tablet daglig|S
28103049098|Cardiostad|2 tabletter 1 gang daglig|S
28103049098|Cardiostad|1 tablet daglig|S
28103049098|Cardiostad|1/2 tablet daglig|S
28103049198|Cardiostad|1 1/2 tabletter 1 gang daglig|S
28103049198|Cardiostad|2 tabletter 1 gang daglig|S
