drugid|pname|enhed_e|enhed_f|kode|iteration|type|mapning|tekst
28103041398|Trileptal|tablet|tabletter||1|N daglig|1| 
28103041398|Trileptal|tablet|tabletter||1|N daglig|0.5;0.5| 
28103041398|Trileptal|tablet|tabletter||1|N daglig|0.5| 
28103041398|Trileptal|tablet|tabletter||1|N daglig|1;1;1| 
28103041398|Trileptal|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28103041498|Trileptal|tablet|tabletter||.| | | 
28103041498|Trileptal|tablet|tabletter||1|N daglig|2;2| 
28103041498|Trileptal|tablet|tabletter||1|N daglig|1;1| 
28103041498|Trileptal|tablet|tabletter||1|N daglig|1| 
28103041498|Trileptal|tablet|tabletter||1|N daglig|0.5;0.5| 
28103041498|Trileptal|tablet|tabletter||1|N daglig|0.5| 
28103041498|Trileptal|tablet|tabletter||1|N daglig|1;1;1| 
28103041498|Trileptal|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28103041598|Trileptal|tablet|tabletter||.| | | 
28103041598|Trileptal|tablet|tabletter||1|N daglig|2;2| 
28103041598|Trileptal|tablet|tabletter||1|N daglig|1;1| 
28103041598|Trileptal|tablet|tabletter||1|N daglig|1| 
28103041598|Trileptal|tablet|tabletter||1|N daglig|0.5;0.5| 
28103041598|Trileptal|tablet|tabletter||1|N daglig|0.5| 
28103041598|Trileptal|tablet|tabletter||1|N daglig|1;1;1| 
28103041598|Trileptal|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28103045298|Zofenil|tablet|tabletter||.| | | 
28103045298|Zofenil|tablet|tabletter||1|N daglig|1| 
28103045298|Zofenil|tablet|tabletter||1|N daglig|2| 
28103048998|Cardiostad|tablet|tabletter||.| | | 
28103048998|Cardiostad|tablet|tabletter||1|N daglig|2| 
28103048998|Cardiostad|tablet|tabletter||1|N daglig|1| 
28103048998|Cardiostad|tablet|tabletter||1|N daglig|0.5| 
28103049098|Cardiostad|tablet|tabletter||.| | | 
28103049098|Cardiostad|tablet|tabletter||1|N daglig|2| 
28103049098|Cardiostad|tablet|tabletter||1|N daglig|1| 
28103049098|Cardiostad|tablet|tabletter||1|N daglig|0.5| 
28103049198|Cardiostad|tablet|tabletter||.| | | 
28103049198|Cardiostad|tablet|tabletter||1|N daglig|2| 
28103049198|Cardiostad|tablet|tabletter||1|N daglig|1| 
28103049198|Cardiostad|tablet|tabletter||1|N daglig|0.5| 
28103049198|Cardiostad|tablet|tabletter||1|N daglig|1.5| 
28103049898|Pinex Junior|rektal stikpille|rektale stikpiller||.| | | 
28103049898|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1| 
28103049898|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|2;2;2|i endetarmen
28103049898|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1;1| 
28103049898|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|1;1| 
28103050298|Bricanyl Turbuhaler|sug|sug||.| | | 
28103050298|Bricanyl Turbuhaler|sug|sug||.| | | 
28103050298|Bricanyl Turbuhaler|sug|sug||1|N daglig|1;1| 
28103050298|Bricanyl Turbuhaler|sug|sug||1|N daglig|1;1;1;1| 
28103050298|Bricanyl Turbuhaler|sug|sug||.|PN|1|ved anfald
28103050298|Bricanyl Turbuhaler|sug|sug||0|PN|1|ved anfald
28103050298|Bricanyl Turbuhaler|sug|sug||0|PN|1|før anstrengelse
28103050898|Enbrel|hætteglas|hætteglas||.| | | 
28103052198|Actos|tablet|tabletter||.| | | 
28103052198|Actos|tablet|tabletter||1|N daglig|2| 
28103052198|Actos|tablet|tabletter||1|N daglig|1| 
28103052198|Actos|tablet|tabletter||1|N daglig|3| 
28103052600|Lescol depot|tablet|tabletter||.| | | 
28103052600|Lescol depot|tablet|tabletter||1|N daglig|1| 
28103052600|Lescol depot|tablet|tabletter||1|M+M+A+N|0+0+1+0| 
28103053898|Corodil|tablet|tabletter||.| | | 
28103053898|Corodil|tablet|tabletter||1|N daglig|1;1| 
28103053898|Corodil|tablet|tabletter||1|N daglig|2| 
28103053898|Corodil|tablet|tabletter||1|N daglig|1| 
28103053898|Corodil|tablet|tabletter||1|N daglig|3| 
28103054498|Pinex Junior|rektal stikpille|rektale stikpiller||.| | | 
28103054498|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1| 
28103054498|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|2;2;2|i endetarmen
28103054498|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1;1| 
28103054498|Pinex Junior|rektal stikpille|rektale stikpiller||1|N daglig|1;1| 
28103054598|Pinex|rektal stikpille|rektale stikpiller||.| | | 
28103054598|Pinex|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1| 
28103054598|Pinex|rektal stikpille|rektale stikpiller||1|N daglig|2;2;2|i endetarmen
28103054598|Pinex|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1;1| 
28103054598|Pinex|rektal stikpille|rektale stikpiller||1|N daglig|1;1| 
28103054698|Pinex|rektal stikpille|rektale stikpiller||.| | | 
28103054698|Pinex|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1| 
28103054698|Pinex|rektal stikpille|rektale stikpiller||1|N daglig|1;1;1;1| 
28103054698|Pinex|rektal stikpille|rektale stikpiller||1|N daglig|1;1| 
28103056998|Sifrol|tablet|tabletter||.| | | 
28103056998|Sifrol|tablet|tabletter||1|N daglig|1;1;1| 
28103056998|Sifrol|tablet|tabletter||1|N daglig|2;2;2| 
28103056998|Sifrol|tablet|tabletter||1|N daglig|3;3;3| 
28103056998|Sifrol|tablet|tabletter||1|N daglig|1.5;1.5;1.5| 
28103056998|Sifrol|tablet|tabletter||.| | | 
28103056998|Sifrol|tablet|tabletter||1|M+M+A+N|0+0+0+1|, 2-3 timer før virkning ønskes
28103060799|Puregon|IE|IE||.| | | 
28103061999|NovoMix 30 Penfill|enhed|enheder||.| | | 
28103061999|NovoMix 30 Penfill|enhed|enheder||.| | | 
28103065399|Lantus|enhed|enheder||.| | | 
28103065399|Lantus|enhed|enheder||.| | | 
28103066099|NeuroBloc|ml|ml||.| | | 
28103066399|Leukeran|tablet|tabletter||.| | | 
28103067699|Fem-Mono Retard|tablet|tabletter||.| | | 
28103067699|Fem-Mono Retard|tablet|tabletter||1|N daglig|1| 
28103067699|Fem-Mono Retard|tablet|tabletter||1|N daglig|0.5| 
28103067699|Fem-Mono Retard|tablet|tabletter||1|N daglig|1.5| 
28103067699|Fem-Mono Retard|tablet|tabletter||1|N daglig|2| 
28103068999|Atenolol "Sandoz"|tablet|tabletter||.| | | 
28103068999|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|2| 
28103068999|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|1| 
28103068999|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|0.5| 
28103069099|Atenolol "Sandoz"|tablet|tabletter||.| | | 
28103069099|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|1| 
28103069099|Atenolol "Sandoz"|tablet|tabletter||1|N daglig|0.5| 
28103070199|Keppra|tablet|tabletter||.| | | 
28103070199|Keppra|tablet|tabletter||1|N daglig|2;2| 
28103070199|Keppra|tablet|tabletter||1|N daglig|1;1| 
28103070199|Keppra|tablet|tabletter||1|N daglig|3;3| 
28103070199|Keppra|tablet|tabletter||1|N daglig|1.5;1.5| 
28103070299|Keppra|tablet|tabletter||.| | | 
28103070299|Keppra|tablet|tabletter||1|N daglig|2;2| 
28103070299|Keppra|tablet|tabletter||1|N daglig|1;1| 
28103070399|Keppra|tablet|tabletter||.| | | 
28103070399|Keppra|tablet|tabletter||1|N daglig|2;2| 
28103070399|Keppra|tablet|tabletter||1|N daglig|1;1| 
28103070399|Keppra|tablet|tabletter||1|N daglig|1.5;1.5| 
28103071299|Benaday|tablet|tabletter||1|N daglig|1| 
28103071299|Benaday|tablet|tabletter||1|N daglig|0.5;0.5| 
28103071299|Benaday|tablet|tabletter||1|N daglig|0.5| 
28103071399|Xatral Uno|tablet|tabletter||1|N daglig|1| 
28103074299|Klacid|mg|mg||.| | | 
28103076099|Evra|plaster|plastre||.| | | 
28103076099|Evra|plaster|plastre||28|N daglig|dag 1: 1 dag 8: 1 dag 15: 1| 
28103076299|Xeloda|tablet|tabletter||.| | | 
28103076299|Xeloda|tablet|tabletter||1|N daglig|2;2| 
28103076299|Xeloda|tablet|tabletter||1|N daglig|1;1| 
28103076499|Cifin|tablet|tabletter||1|N daglig|2;2| 
28103076499|Cifin|tablet|tabletter||1|N daglig|1;1| 
28103076499|Cifin|tablet|tabletter||1|N daglig|3;3| 
28103076499|Cifin|tablet|tabletter||0|N daglig|1| 
28103076499|Cifin|tablet|tabletter||0|N daglig|2| 
28103076599|Cifin|tablet|tabletter||1|N daglig|1;1| 
28103076599|Cifin|tablet|tabletter||0|N daglig|1| 
28103076699|Cifin|tablet|tabletter||.| | | 
28103076699|Cifin|tablet|tabletter||1|N daglig|1;1| 
28103080599|Ciflox|dråbe|dråber||1|N daglig|3;3|i det inficerede øre
28103080599|Ciflox|dråbe|dråber||1|N daglig|3;3|i højre øre
28103080599|Ciflox|dråbe|dråber||1|N daglig|3;3|i venstre øre
28103080599|Ciflox|dråbe|dråber||1|N daglig|6;6|, 3 i hvert øre
28103080799|Visudyne|mg|mg||.| | | 
28103087699|Zyprexa Velotab|tablet|tabletter||.| | | 
28103087699|Zyprexa Velotab|tablet|tabletter||1|N daglig|2| 
28103087699|Zyprexa Velotab|tablet|tabletter||1|N daglig|1| 
28103087799|Zyprexa Velotab|tablet|tabletter||.| | | 
28103087799|Zyprexa Velotab|tablet|tabletter||1|N daglig|1;1| 
28103087799|Zyprexa Velotab|tablet|tabletter||1|N daglig|2| 
28103087799|Zyprexa Velotab|tablet|tabletter||1|N daglig|1| 
28103087899|Zyprexa Velotab|tablet|tabletter||.| | | 
28103087899|Zyprexa Velotab|tablet|tabletter||1|N daglig|1;1| 
28103087899|Zyprexa Velotab|tablet|tabletter||1|N daglig|2| 
28103087899|Zyprexa Velotab|tablet|tabletter||1|N daglig|1| 
28103087999|Zyprexa Velotab|tablet|tabletter||.| | | 
28103087999|Zyprexa Velotab|tablet|tabletter||1|N daglig|1;1| 
28103087999|Zyprexa Velotab|tablet|tabletter||1|N daglig|2| 
28103087999|Zyprexa Velotab|tablet|tabletter||1|N daglig|1| 
28103089399|Actos|tablet|tabletter||.| | | 
28103089399|Actos|tablet|tabletter||1|N daglig|1| 
28103090099|Pulmicort Turbuhaler|sug|sug||.| | | 
28103090099|Pulmicort Turbuhaler|sug|sug||1|N daglig|1;1| 
28103090099|Pulmicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103090099|Pulmicort Turbuhaler|sug|sug||1|N daglig|3;3| 
28103090099|Pulmicort Turbuhaler|sug|sug||1|N daglig|1| 
28103090099|Pulmicort Turbuhaler|sug|sug||1|N daglig|2| 
28103090099|Pulmicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103090099|Pulmicort Turbuhaler|sug|sug||.| | | 
28103090199|Pulmicort Turbuhaler|sug|sug||.| | | 
28103090199|Pulmicort Turbuhaler|sug|sug||1|N daglig|1;1| 
28103090199|Pulmicort Turbuhaler|sug|sug||1|N daglig|1| 
28103090199|Pulmicort Turbuhaler|sug|sug||1|N daglig|1;1| 
28103090199|Pulmicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103090199|Pulmicort Turbuhaler|sug|sug||1|N daglig|1| 
28103090199|Pulmicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103090599|Trimonil Retard|tablet|tabletter||.| | | 
28103090599|Trimonil Retard|tablet|tabletter||1|N daglig|1;1| 
28103090599|Trimonil Retard|tablet|tabletter||1|N daglig|1;1;1| 
28103090699|Trimonil Retard|tablet|tabletter||.| | | 
28103090699|Trimonil Retard|tablet|tabletter||1|N daglig|1;1| 
28103090699|Trimonil Retard|tablet|tabletter||1|N daglig|1;1;1| 
28103092399|Orfadin|kapsel|kapsler||.| | | 
28103097099|Aromasin|tablet|tabletter||1|N daglig|1| 
28103097299|Enacodan|tablet|tabletter||.| | | 
28103097299|Enacodan|tablet|tabletter||1|N daglig|1;1| 
28103097299|Enacodan|tablet|tabletter||1|N daglig|2| 
28103097299|Enacodan|tablet|tabletter||1|N daglig|1| 
28103097299|Enacodan|tablet|tabletter||1|N daglig|0.5| 
28103097399|Enacodan|tablet|tabletter||.| | | 
28103097399|Enacodan|tablet|tabletter||1|N daglig|1;1| 
28103097399|Enacodan|tablet|tabletter||1|N daglig|2| 
28103097399|Enacodan|tablet|tabletter||1|N daglig|1| 
28103097399|Enacodan|tablet|tabletter||1|N daglig|0.5;0.5| 
28103097399|Enacodan|tablet|tabletter||1|N daglig|0.5| 
28103097499|Enacodan|tablet|tabletter||.| | | 
28103097499|Enacodan|tablet|tabletter||1|N daglig|1;1| 
28103097499|Enacodan|tablet|tabletter||1|N daglig|2| 
28103097499|Enacodan|tablet|tabletter||1|N daglig|1| 
28103097499|Enacodan|tablet|tabletter||1|N daglig|0.5;0.5| 
28103097499|Enacodan|tablet|tabletter||1|N daglig|0.5| 
28103099399|Zomig Rapimelt|tablet|tabletter||.| | | 
28103099399|Zomig Rapimelt|tablet|tabletter||.| | | 
28103099399|Zomig Rapimelt|tablet|tabletter||0|PN|1|ved anfald
28103099399|Zomig Rapimelt|tablet|tabletter||0|PN|2|ved anfald
28103099399|Zomig Rapimelt|tablet|tabletter||1|PN|1;1|ved anfald, evt. gentaget efter mindst 2 timer
28103101199|Avelox|tablet|tabletter||1|N daglig|1| 
28103104999|NeoRecormon|injektionssprøjte|injektionssprøjter||.| | | 
28103105099|NeoRecormon|injektionssprøjte|injektionssprøjter||.| | | 
28103105999|Moclostad|tablet|tabletter||.| | | 
28103105999|Moclostad|tablet|tabletter||1|N daglig|2;2| 
28103105999|Moclostad|tablet|tabletter||1|N daglig|1;1| 
28103105999|Moclostad|tablet|tabletter||1|N daglig|1| 
28103105999|Moclostad|tablet|tabletter||1|N daglig|1;1;1| 
28103106299|Loratadin "HEXAL"|tablet|tabletter||.| | | 
28103106299|Loratadin "HEXAL"|tablet|tabletter||1|N daglig|1| 
28103106299|Loratadin "HEXAL"|tablet|tabletter||1|N daglig|0.5| 
28103106499|Diclon|tablet|tabletter||.| | | 
28103106499|Diclon|tablet|tabletter||1|N daglig|2;2| 
28103106499|Diclon|tablet|tabletter||1|N daglig|1;1| 
28103106499|Diclon|tablet|tabletter||1|N daglig|1| 
28103106499|Diclon|tablet|tabletter||1|N daglig|1;1;1| 
28103106499|Diclon|tablet|tabletter||1|N daglig|1;1;1|før et måltid
28103106599|Diclon|tablet|tabletter||.| | | 
28103106599|Diclon|tablet|tabletter||1|N daglig|1;1| 
28103106599|Diclon|tablet|tabletter||1|N daglig|2| 
28103106599|Diclon|tablet|tabletter||1|N daglig|1| 
28103106599|Diclon|tablet|tabletter||1|N daglig|1|ved et måltid
28103106599|Diclon|tablet|tabletter||1|N daglig|1;1|ved et måltid
28103106599|Diclon|tablet|tabletter||1|N daglig|2|ved et måltid
28103106699|Diclon|tablet|tabletter||.| | | 
28103106699|Diclon|tablet|tabletter||1|N daglig|1| 
28103106699|Diclon|tablet|tabletter||1|N daglig|1|ved et måltid
28103107699|Enacecor|tablet|tabletter||.| | | 
28103107699|Enacecor|tablet|tabletter||1|N daglig|2| 
28103107699|Enacecor|tablet|tabletter||1|N daglig|1| 
28103107699|Enacecor|tablet|tabletter||1|N daglig|0.5| 
28103110599|Midazolam "Hameln"|ml|ml||.| | | 
28103110799|Midazolam "Hameln"|ml|ml||.| | | 
28103111199|Venofer|ml|ml||.| | | 
28103120999|Aerius|tablet|tabletter||.| | | 
28103120999|Aerius|tablet|tabletter||1|N daglig|1| 
28103123599|Xeloda|tablet|tabletter||.| | | 
28103123599|Xeloda|tablet|tabletter||1|N daglig|4;4| 
28103123599|Xeloda|tablet|tabletter||1|N daglig|3;3| 
28103123599|Xeloda|tablet|tabletter||7|N daglig|dag 1: 5 dag 4: 5| 
28103126999|Celebra|kapsel|kapsler||.| | | 
28103126999|Celebra|kapsel|kapsler||1|N daglig|1;1| 
28103126999|Celebra|kapsel|kapsler||1|N daglig|1| 
28103126999|Celebra|kapsel|kapsler||1|N daglig|2| 
28103127099|Celebra|kapsel|kapsler||.| | | 
28103127099|Celebra|kapsel|kapsler||1|N daglig|1;1| 
28103127099|Celebra|kapsel|kapsler||1|N daglig|1| 
28103127099|Celebra|kapsel|kapsler||1|N daglig|2| 
28103129499|Oxynorm|kapsel|kapsler||.| | | 
28103129499|Oxynorm|kapsel|kapsler||1|N daglig|2;2;2;2| 
28103129499|Oxynorm|kapsel|kapsler||1|N daglig|1;1;1;1| 
28103129599|Oxynorm|kapsel|kapsler||.| | | 
28103129599|Oxynorm|kapsel|kapsler||1|N daglig|2;2;2;2| 
28103129599|Oxynorm|kapsel|kapsler||1|N daglig|1;1;1;1| 
28103129699|Oxynorm|kapsel|kapsler||.| | | 
28103129699|Oxynorm|kapsel|kapsler||1|N daglig|1;1;1;1| 
28103130599|Zyprexa|tablet|tabletter||.| | | 
28103130599|Zyprexa|tablet|tabletter||1|N daglig|1;1| 
28103130599|Zyprexa|tablet|tabletter||1|N daglig|2| 
28103130599|Zyprexa|tablet|tabletter||1|N daglig|1| 
28103130699|Zyprexa|tablet|tabletter||.| | | 
28103130699|Zyprexa|tablet|tabletter||1|N daglig|1;1| 
28103130699|Zyprexa|tablet|tabletter||1|N daglig|2| 
28103130699|Zyprexa|tablet|tabletter||1|N daglig|1| 
28103132300|Selo-zok|tablet|tabletter||.| | | 
28103132300|Selo-zok|tablet|tabletter||1|N daglig|2| 
28103132300|Selo-zok|tablet|tabletter||1|N daglig|1| 
28103132300|Selo-zok|tablet|tabletter||1|N daglig|0.5| 
28103132300|Selo-zok|tablet|tabletter||1|N daglig|2| 
28103134300|Cetirizin "Orifarm"|tablet|tabletter||1|N daglig|1| 
28103134300|Cetirizin "Orifarm"|tablet|tabletter||1|N daglig|0.5;0.5| 
28103134300|Cetirizin "Orifarm"|tablet|tabletter||1|N daglig|0.5| 
28103134499|Trisequens|tablet|tabletter||1|N daglig|1| 
28103134600|Timosan Depot|dråbe|dråber||.| | | 
28103134600|Timosan Depot|dråbe|dråber||.| | | 
28103134600|Timosan Depot|dråbe|dråber||1|N daglig|1|i højre øje
28103134600|Timosan Depot|dråbe|dråber||1|N daglig|1|i venstre øje
28103134600|Timosan Depot|dråbe|dråber||1|N daglig|2|, 1 i hvert øje
28103134700|Zyban|tablet|tabletter||.| | | 
28103134700|Zyban|tablet|tabletter||1|N daglig|1;1| 
28103134700|Zyban|tablet|tabletter||1|N daglig|1| 
28103134700|Zyban|tablet|tabletter||.|{N daglig}{N daglig}|{dag 1: 1 dag 2: 1 dag 3: 1 dag 4: 1 dag 5: 1 dag 6: 1}{1;1}| 
28103135000|Botox|enhed|enheder||.| | | 
28103138400|Cerezyme|enhed|enheder||.| | | 
28103139399|Atrovent|pust|pust||1|N daglig|4;4;4|, 2 i hvert næsebor
28103139399|Atrovent|pust|pust||1|N daglig|6;6;6|, 3 i hvert næsebor
28103141000|Symbicort Turbuhaler|sug|sug||.| | | 
28103141000|Symbicort Turbuhaler|sug|sug||1|N daglig|1;1| 
28103141000|Symbicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103141000|Symbicort Turbuhaler|sug|sug||1|N daglig|4;4| 
28103141000|Symbicort Turbuhaler|sug|sug||1|N daglig|1| 
28103141000|Symbicort Turbuhaler|sug|sug||1|N daglig|2| 
28103141000|Symbicort Turbuhaler|sug|sug||1|N daglig|2;2| 
28103143900|Diproderm|påsmøring|påsmøringer||.| | | 
28103143900|Diproderm|påsmøring|påsmøringer||1|N daglig|1;1;1| 
28103143900|Diproderm|påsmøring|påsmøringer||1|N daglig|1;1| 
28103143900|Diproderm|påsmøring|påsmøringer||1|N daglig|1| 
28103143900|Diproderm|påsmøring|påsmøringer||0|PN|1| 
28103146400|Lamictal|tablet|tabletter||.| | | 
28103146400|Lamictal|tablet|tabletter||1|N daglig|2;2| 
28103146400|Lamictal|tablet|tabletter||1|N daglig|1;1| 
28103146400|Lamictal|tablet|tabletter||1|N daglig|1| 
28103146400|Lamictal|tablet|tabletter||1|N daglig|4;4| 
28103146400|Lamictal|tablet|tabletter||1|N daglig|3;3| 
28103146500|Furix|tablet|tabletter||.| | | 
28103146500|Furix|tablet|tabletter||1|N daglig|1;1| 
28103146500|Furix|tablet|tabletter||1|N daglig|1| 
28103146500|Furix|tablet|tabletter||1|N daglig|0.5| 
28103146500|Furix|tablet|tabletter||1|N daglig|1;1;1| 
28103147200|Isotretinoin "Actavis"|kapsel|kapsler||.| | | 
28103147200|Isotretinoin "Actavis"|kapsel|kapsler||1|N daglig|1;1|til et måltid
28103147200|Isotretinoin "Actavis"|kapsel|kapsler||1|N daglig|1|til et måltid
28103147200|Isotretinoin "Actavis"|kapsel|kapsler||1|N daglig|2|til et måltid
28103147200|Isotretinoin "Actavis"|kapsel|kapsler||1|N daglig|2;2|til et måltid
28103148900|Nexium|tablet|tabletter||.| | | 
28103148900|Nexium|tablet|tabletter||1|N daglig|2;2| 
28103148900|Nexium|tablet|tabletter||1|N daglig|1;1| 
28103148900|Nexium|tablet|tabletter||1|N daglig|2| 
28103148900|Nexium|tablet|tabletter||1|N daglig|1| 
28103148900|Nexium|tablet|tabletter||1|N daglig|1;1| 
28103148900|Nexium|tablet|tabletter||1|N daglig|1| 
28103148900|Nexium|tablet|tabletter||1|N daglig|2| 
28103148900|Nexium|tablet|tabletter||1|N daglig|2;2| 
28103148900|Nexium|tablet|tabletter||1|PN|1| 
28103148900|Nexium|tablet|tabletter||0|N daglig|dag 1: 1;1 dag 2: 1;1 dag 3: 1;1 dag 4: 1;1 dag 5: 1;1 dag 6: 1;1 dag 7: 1;1| 
28103149000|Nexium|tablet|tabletter||.| | | 
28103149000|Nexium|tablet|tabletter||1|N daglig|1;1| 
28103149000|Nexium|tablet|tabletter||1|N daglig|2| 
28103149000|Nexium|tablet|tabletter||1|N daglig|1| 
28103149000|Nexium|tablet|tabletter||1|N daglig|1;1| 
28103149000|Nexium|tablet|tabletter||1|N daglig|1| 
28103149300|Almogran|tablet|tabletter||.| | | 
28103149300|Almogran|tablet|tabletter||0|PN|1|ved anfald
28103150400|Seractiv|tablet|tabletter||1|N daglig|1;1| 
28103150400|Seractiv|tablet|tabletter||1|N daglig|1;1;1| 
28103152500|Casodex|tablet|tabletter||1|N daglig|1| 
28103153100|Accutin|kapsel|kapsler||.| | | 
28103153100|Accutin|kapsel|kapsler||1|N daglig|1;1|til et måltid
28103153100|Accutin|kapsel|kapsler||1|N daglig|1|til et måltid
28103153100|Accutin|kapsel|kapsler||1|N daglig|2|til et måltid
28103153100|Accutin|kapsel|kapsler||1|N daglig|2;2|til et måltid
28103153200|Accutin|kapsel|kapsler||.| | | 
28103153200|Accutin|kapsel|kapsler||1|N daglig|1;1|til et måltid
28103153200|Accutin|kapsel|kapsler||1|N daglig|1|til et måltid
28103153200|Accutin|kapsel|kapsler||1|N daglig|2|til et måltid
28103153200|Accutin|kapsel|kapsler||1|N daglig|2;2|til et måltid
28103153300|Tobi|ampul|ampuller||.| | | 
28103153300|Tobi|ampul|ampuller||1|N daglig|1;1|med 12 timers interval
28103158600|Yasmin 28|tablet|tabletter||1|N daglig|1| 
28103158600|Yasmin 28|tablet|tabletter||28|N daglig|dag 1: 1 dag 2: 1 dag 3: 1 dag 4: 1 dag 5: 1 dag 6: 1 dag 7: 1 dag 8: 1 dag 9: 1 dag 10: 1 dag 11: 1 dag 12: 1 dag 13: 1 dag 14: 1 dag 15: 1 dag 16: 1 dag 17: 1 dag 18: 1 dag 19: 1 dag 20: 1 dag 21: 1| 
28103158700|Yasmin|tablet|tabletter||1|N daglig|1| 
28103158700|Yasmin|tablet|tabletter||28|N daglig|dag 1: 1 dag 2: 1 dag 3: 1 dag 4: 1 dag 5: 1 dag 6: 1 dag 7: 1 dag 8: 1 dag 9: 1 dag 10: 1 dag 11: 1 dag 12: 1 dag 13: 1 dag 14: 1 dag 15: 1 dag 16: 1 dag 17: 1 dag 18: 1 dag 19: 1 dag 20: 1 dag 21: 1| 
28103160200|Daivobet|påsmøring|påsmøringer||.| | | 
28103160200|Daivobet|påsmøring|påsmøringer||1|N daglig|1| 
28103160200|Daivobet|påsmøring|påsmøringer||1|N daglig|1| 
28103160900|Protopic|påsmøring|påsmøringer||.| | | 
28103160900|Protopic|påsmøring|påsmøringer||1|N daglig|1;1| 
28103160900|Protopic|påsmøring|påsmøringer||1|N daglig|1| 
28103160900|Protopic|påsmøring|påsmøringer||.| | | 
28103161800|Axura|tablet|tabletter||.| | | 
28103161800|Axura|tablet|tabletter||.| | | 
28103161800|Axura|tablet|tabletter||1|N daglig|1| 
28103161800|Axura|tablet|tabletter||1|N daglig|2| 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||.| | | 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|N daglig|2| 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|N daglig|1| 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|N daglig|0.5| 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|N daglig|1.5| 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|N daglig|3| 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|N daglig|2.5| 
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|M+M+A+N|1+0+0+0|til morgenmaden
28103163100|Paroxetin "HEXAL"|tablet|tabletter||1|M+M+A+N|2+0+0+0|til morgenmaden
28103163500|Zyprexa|mg|mg||.| | | 
28103164200|Diamicron Uno|tablet|tabletter||.| | | 
28103164200|Diamicron Uno|tablet|tabletter||.| | | 
28103164200|Diamicron Uno|tablet|tabletter||1|M+M+A+N|1+0+0+0| 
28103164200|Diamicron Uno|tablet|tabletter||1|M+M+A+N|2+0+0+0| 
28103164200|Diamicron Uno|tablet|tabletter||1|M+M+A+N|4+0+0+0| 
28103164200|Diamicron Uno|tablet|tabletter||1|M+M+A+N|3+0+0+0| 
28103165300|Loratadin "Teva"|tablet|tabletter||.| | | 
28103165300|Loratadin "Teva"|tablet|tabletter||1|N daglig|1| 
28103165300|Loratadin "Teva"|tablet|tabletter||1|N daglig|0.5| 
28103168300|Trental|tablet|tabletter||.| | | 
28103168300|Trental|tablet|tabletter||1|N daglig|1;1| 
28103168300|Trental|tablet|tabletter||1|N daglig|1;1;1| 
28103169100|Atacand Zid 16 mg/12,5 mg|tablet|tabletter||.| | | 
28103169100|Atacand Zid 16 mg/12,5 mg|tablet|tabletter||1|N daglig|1| 
28103169100|Atacand Zid 16 mg/12,5 mg|tablet|tabletter||1|N daglig|0.5| 
28103170100|Zaditen|dråbe|dråber||1|N daglig|1;1|i højre øje
28103170100|Zaditen|dråbe|dråber||1|N daglig|1;1|i venstre øje
28103170100|Zaditen|dråbe|dråber||1|N daglig|2;2|, 1 i hvert øje
28103170200|Zaditen|dråbe|dråber||1|N daglig|1;1|i højre øje
28103170200|Zaditen|dråbe|dråber||1|N daglig|1;1|i venstre øje
28103170200|Zaditen|dråbe|dråber||1|N daglig|2;2|, 1 i hvert øje
28103170800|Delnil|inhalationskapsel|inhalationskapsler||0|PN|2|ved anfald
28103170800|Delnil|inhalationskapsel|inhalationskapsler||1|N daglig|1;1| 
28103170800|Delnil|inhalationskapsel|inhalationskapsler||1|N daglig|2;2| 
28103170800|Delnil|inhalationskapsel|inhalationskapsler||.|PN|1|ved anfald
28103170800|Delnil|inhalationskapsel|inhalationskapsler||0|PN|1|ved anfald
