DrugId|Drugname|ShortTranslation
28101737494|Tetralysal|1 kapsel daglig|S
28101737494|Tetralysal|1 kapsel 2 gange daglig til et måltid|S
28101737494|Tetralysal|1 kapsel daglig til et måltid|S
28101740094|Mycostatin|5 ml 3 gange daglig|S
28101740094|Mycostatin|10 ml 2 gange daglig|S
28101740094|Mycostatin|1 ml 4 gange daglig|S
28101741995|Profamid|1 tablet 3 gange daglig|S
28101743495|Anafranil Retard|2 tabletter 1 gang daglig|S
28101743495|Anafranil Retard|1 tablet daglig|S
28101744995|Todolac|1 tablet 2 gange daglig|S
28101744995|Todolac|1 tablet 3 gange daglig|S
28101745095|Todolac|1 tablet 2 gange daglig|S
28101746195|Estrofem|1 tablet daglig|S
28101752195|Arimidex|1 tablet daglig|S
28101753595|Cozaar Comp.|2 tabletter 1 gang daglig|S
28101753595|Cozaar Comp.|1 tablet daglig|S
28101754395|Campral|2 tabletter 3 gange daglig|S
28101754395|Campral|2 tabletter morgen, 1 tablet middag og 1 tablet aften|S
28101755695|Natrilix Retard|1 tablet daglig|S
28101755695|Natrilix Retard|1 tablet morgen|S
28101758795|Pentasa|2 tabletter 2 gange daglig|S
28101758795|Pentasa|2 tabletter 4 gange daglig|S
28101758795|Pentasa|1 tablet 2 gange daglig|S
28101758795|Pentasa|1 tablet 4 gange daglig|S
28101758795|Pentasa|4 tabletter 2 gange daglig|S
28101758795|Pentasa|1 tablet 3 gange daglig|S
28101758795|Pentasa|2 tabletter 3 gange daglig|S
28101758795|Pentasa|3 tabletter 2 gange daglig|S
28101758795|Pentasa|3 tabletter 3 gange daglig|S
28101758795|Pentasa|2 tabletter 1 gang daglig|S
28101758795|Pentasa|3 tabletter 1 gang daglig|S
28101758795|Pentasa|4 tabletter 1 gang daglig|S
28101760095|Zofran|10 ml 2 gange daglig|S
28101760095|Zofran|5 ml 2 gange daglig|S
28101760195|Zofran|1 rektal stikpille daglig|S
28101760595|Delepsine Retard|2 tabletter 1 gang daglig|S
28101760595|Delepsine Retard|4 tabletter 1 gang daglig|S
28101760595|Delepsine Retard|1 tablet daglig|S
28101760595|Delepsine Retard|1 tablet fÃ¸r sengetid|S
28101760595|Delepsine Retard|2 tabletter fÃ¸r sengetid|S
28101760595|Delepsine Retard|3 tabletter fÃ¸r sengetid|S
28101760595|Delepsine Retard|3 tabletter 1 gang daglig|S
28101760595|Delepsine Retard|4 tabletter fÃ¸r sengetid|S
28101760695|Delepsine Retard|2 tabletter 1 gang daglig|S
28101760695|Delepsine Retard|1 tablet daglig|S
28101760695|Delepsine Retard|1 tablet fÃ¸r sengetid|S
28101760695|Delepsine Retard|2 tabletter fÃ¸r sengetid|S
28101760695|Delepsine Retard|3 tabletter fÃ¸r sengetid|S
28101760695|Delepsine Retard|3 tabletter 1 gang daglig|S
28101766795|Rilutek|1 tablet 2 gange daglig|S
28101766795|Rilutek|1 tablet morgen og aften|S
28101778295|Deprakine|2 tabletter 1 gang daglig|S
28101778295|Deprakine|4 tabletter 1 gang daglig|S
28101778295|Deprakine|1 tablet daglig|S
28101778295|Deprakine|1 tablet fÃ¸r sengetid|S
28101778295|Deprakine|2 tabletter fÃ¸r sengetid|S
28101778295|Deprakine|3 tabletter fÃ¸r sengetid|S
28101778295|Deprakine|3 tabletter 1 gang daglig|S
28101778295|Deprakine|4 tabletter fÃ¸r sengetid|S
28101778395|Deprakine|2 tabletter 1 gang daglig|S
28101778395|Deprakine|1 tablet daglig|S
28101778395|Deprakine|1 tablet fÃ¸r sengetid|S
28101778395|Deprakine|2 tabletter fÃ¸r sengetid|S
28101778395|Deprakine|3 tabletter fÃ¸r sengetid|S
28101778395|Deprakine|3 tabletter 1 gang daglig|S
28101783595|Zyprexa|2 tabletter 1 gang daglig|S
28101783595|Zyprexa|1 tablet daglig|S
28101783695|Zyprexa|2 tabletter 1 gang daglig|S
28101783695|Zyprexa|1 tablet daglig|S
28101783795|Zyprexa|1 tablet 2 gange daglig|S
28101783795|Zyprexa|2 tabletter 1 gang daglig|S
28101783795|Zyprexa|1 tablet daglig|S
28101783895|Zyprexa|1 tablet 2 gange daglig|S
28101783895|Zyprexa|2 tabletter 1 gang daglig|S
28101783895|Zyprexa|1 tablet daglig|S
28101785695|Ventoline|1 sug efter behov ved anfald|N
28101785695|Ventoline|1 sug efter behov før anstrengelse|N
28101795195|Lamictal|1 tablet 2 gange daglig|S
28101795195|Lamictal|1 tablet daglig|S
28101795295|Lamictal|1 tablet 2 gange daglig|S
28101795295|Lamictal|1 tablet daglig|S
28101796395|Zantac|1 brusetablet 2 gange daglig|S
28101796395|Zantac|1 brusetablet fÃ¸r sengetid|S
28101796595|Fontex|2 tabletter 1 gang daglig|S
28101796595|Fontex|4 tabletter 1 gang daglig|S
28101796595|Fontex|1 tablet daglig|S
28101796595|Fontex|1 tablet morgen|S
28101796595|Fontex|3 tabletter 1 gang daglig|S
28101801896|Klacid|10 ml 2 gange daglig|S
28101801896|Klacid|5 ml 2 gange daglig|S
28101801896|Klacid|2,5 ml 2 gange daglig|S
28101801896|Klacid|4 ml 2 gange daglig|S
28101802496|Sepan|1 tablet 3 gange daglig|S
28101802496|Sepan|1/2 tablet 3 gange daglig|S
28101802496|Sepan|1/2 tablet efter behov, 1 time før virkning ønskes|S
28101807196|Cabaser|1 tablet daglig|S
28101807196|Cabaser|1/2 tablet daglig|S
28101807296|Cabaser|1 tablet daglig|S
28101807296|Cabaser|1/2 tablet daglig|S
28101807296|Cabaser|1 1/2 tabletter 1 gang daglig|S
28101808696|Divina|1 tablet daglig i 3 uger, herefter en uges pause|S
28101809996|Dolol|1 kapsel morgen, middag og aften|N
28101809996|Dolol|2 kapsler morgen, middag og aften|N
28101809996|Dolol|2 kapsler morgen, middag, aften og fÃ¸r sengetid|N
28101809996|Dolol|1 kapsel morgen, middag, aften og fÃ¸r sengetid|N
28101813296|Tasmar|1 tablet 3 gange daglig|S
28101813296|Tasmar|2 tabletter 3 gange daglig|S
28101818296|Captopril "Stada"|1 tablet 2 gange daglig|S
28101818296|Captopril "Stada"|2 tabletter 1 gang daglig|S
28101818296|Captopril "Stada"|1 tablet daglig|S
28101818396|Captopril "Stada"|1 tablet 2 gange daglig|S
28101818396|Captopril "Stada"|1 tablet daglig|S
28101818396|Captopril "Stada"|1/2 tablet 2 gange daglig|S
28101818396|Captopril "Stada"|1/2 tablet daglig|S
28101818396|Captopril "Stada"|2 tabletter morgen og 1 tablet aften|S
28101818496|Captopril "Stada"|1 tablet 2 gange daglig|S
28101818496|Captopril "Stada"|1 tablet daglig|S
28101818496|Captopril "Stada"|1/2 tablet 2 gange daglig|S
28101818496|Captopril "Stada"|1/2 tablet daglig|S
28101818896|Myambutol|2 tabletter 1 gang daglig|S
28101818896|Myambutol|1 tablet daglig|S
28101818896|Myambutol|3 tabletter 1 gang daglig|S
28101818996|Calcichew-D3 Forte|1 tyggetablet 2 gange daglig|S
28101818996|Calcichew-D3 Forte|1 tyggetablet daglig|S
28101820696|Ovestin|1 vagitorie mandag og torsdag hver uge|S
28101820696|Ovestin|1 vagitorie daglig i skeden|S
28101823396|Tradolan|2 tabletter morgen, middag, aften og fÃ¸r sengetid|N
28101823396|Tradolan|1 tablet morgen, middag, aften og fÃ¸r sengetid|N
28101823396|Tradolan|1 tablet morgen, middag og aften|N
28101823396|Tradolan|2 tabletter morgen, middag og aften|N
28101825796|Sifrol|1 tablet 3 gange daglig|S
28101825796|Sifrol|2 tabletter 3 gange daglig|S
28101825796|Sifrol|3 tabletter 3 gange daglig|S
28101825796|Sifrol|1 tablet fÃ¸r sengetid, 2-3 timer før virkning ønskes|S
28101825896|Sifrol|1 tablet 3 gange daglig|S
28101825896|Sifrol|2 tabletter 3 gange daglig|S
28101825896|Sifrol|3 tabletter 3 gange daglig|S
28101825896|Sifrol|1 1/2 tabletter 3 gange daglig|S
28101825896|Sifrol|1 tablet fÃ¸r sengetid, 2-3 timer før virkning ønskes|S
28101828596|Fucidin-Hydrocortison|1 påsmøring 3 gange daglig|S
28101831196|Serdolect|1 tablet daglig|S
28101831196|Serdolect|2 tabletter 1 gang daglig|S
28101831396|Serdolect|1 tablet daglig|S
28101831496|Serdolect|1 tablet daglig|S
28101831596|Serdolect|1 tablet daglig|S
28101832496|Orfiril Long|1 kapsel daglig|S
28101832496|Orfiril Long|2 kapsler 1 gang daglig|S
28101832496|Orfiril Long|3 kapsler 1 gang daglig|S
28101832496|Orfiril Long|4 kapsler 1 gang daglig|S
28101832496|Orfiril Long|3 kapsler fÃ¸r sengetid|S
28101832496|Orfiril Long|1 kapsel fÃ¸r sengetid|S
28101832496|Orfiril Long|2 kapsler fÃ¸r sengetid|S
28101832496|Orfiril Long|4 kapsler fÃ¸r sengetid|S
28101832596|Orfiril Long|1 kapsel daglig|S
28101832596|Orfiril Long|2 kapsler 1 gang daglig|S
28101832596|Orfiril Long|3 kapsler 1 gang daglig|S
28101832596|Orfiril Long|4 kapsler 1 gang daglig|S
28101832596|Orfiril Long|3 kapsler fÃ¸r sengetid|S
28101832596|Orfiril Long|1 kapsel fÃ¸r sengetid|S
28101832596|Orfiril Long|2 kapsler fÃ¸r sengetid|S
28101832596|Orfiril Long|4 kapsler fÃ¸r sengetid|S
28101836296|Imigran|1 pust efter behov ved anfald|S
28101836396|Imigran|1 pust efter behov ved anfald|S
28101842096|Femar|1 tablet daglig|S
28101842796|Zanidip|1 tablet daglig mindst 15 min før et måltid|S
28101842796|Zanidip|2 tabletter 1 gang daglig mindst 15 minutter før et måltid|S
28101842796|Zanidip|2 tabletter 1 gang daglig mindst 15 minutter før et måltid|S
28101845596|Arthrotec Forte|1 tablet 2 gange daglig efter et måltid|S
28101845596|Arthrotec Forte|1 tablet 2 gange daglig ved et måltid|S
28101847396|Rhinocort Aqua|2 pust 2 gange daglig, 1 i hvert næsebor|S
28101847396|Rhinocort Aqua|4 pust 2 gange daglig, 2 i hvert næsebor|S
28101847396|Rhinocort Aqua|4 pust 1 gang daglig, 2 i hvert næsebor|S
28101847396|Rhinocort Aqua|8 pust 1 gang daglig, 4 i hvert næsebor|S
28101847496|Rhinocort Aqua|2 pust 2 gange daglig, 1 i hvert næsebor|S
28101847496|Rhinocort Aqua|2 pust 1 gang daglig, 1 i hvert næsebor|S
28101847496|Rhinocort Aqua|4 pust 1 gang daglig, 2 i hvert næsebor|S
28101847496|Rhinocort Aqua|4 pust morgen, 2 i hvert næsebor|S
28101847496|Rhinocort Aqua|2 pust morgen og aften, 1 i hvert næsebor|S
28101849196|Asasantin Retard|1 kapsel 2 gange daglig|S
28101849296|Persantin Retard|1 kapsel morgen og aften|N
28101851596|Zofran|1 tablet 2 gange daglig|S
28101851696|Zofran|1 tablet 2 gange daglig|S
28101851896|Pentasa|2 tabletter 2 gange daglig|S
28101851896|Pentasa|2 tabletter 4 gange daglig|S
28101851896|Pentasa|1 tablet 2 gange daglig|S
28101851896|Pentasa|1 tablet 4 gange daglig|S
28101851896|Pentasa|4 tabletter 2 gange daglig|S
28101851896|Pentasa|1 tablet 3 gange daglig|S
28101851896|Pentasa|2 tabletter 3 gange daglig|S
28101851896|Pentasa|3 tabletter 2 gange daglig|S
28101851896|Pentasa|3 tabletter 3 gange daglig|S
28101851896|Pentasa|2 tabletter 1 gang daglig|S
28101851896|Pentasa|3 tabletter 1 gang daglig|S
28101851896|Pentasa|4 tabletter 1 gang daglig|S
28101852596|Xenical|1 kapsel morgen, middag og aften til et måltid|S
28101852596|Xenical|1 kapsel morgen, middag og aften til hvert hovedmåltid|S
28101854096|Nobligan Retard|2 tabletter 2 gange daglig|S
28101854096|Nobligan Retard|1 tablet 2 gange daglig|S
28101854096|Nobligan Retard|1 tablet morgen og aften|S
28101854196|Nobligan Retard|1 tablet 2 gange daglig|S
28101854196|Nobligan Retard|1 tablet morgen og aften|S
28101854296|Nobligan Retard|1 tablet 2 gange daglig|S
28101854296|Nobligan Retard|1 tablet morgen og aften|S
28101857796|Efexor Depot|1 kapsel daglig|S
28101857796|Efexor Depot|2 kapsler 1 gang daglig|S
28101857796|Efexor Depot|3 kapsler 1 gang daglig|S
28101857796|Efexor Depot|1 kapsel daglig til et måltid|S
28101857796|Efexor Depot|2 kapsler 1 gang daglig til et måltid|S
28101857796|Efexor Depot|3 kapsler 1 gang daglig til et måltid|S
28101857896|Efexor Depot|1 kapsel daglig|S
28101857896|Efexor Depot|2 kapsler 1 gang daglig|S
28101857896|Efexor Depot|1 kapsel daglig til et måltid|S
28101857896|Efexor Depot|2 kapsler 1 gang daglig til et måltid|S
28101859396|Aciclovir "Actavis"|1 tablet 2 gange daglig|S
28101859396|Aciclovir "Actavis"|1 tablet 4 gange daglig|S
28101859396|Aciclovir "Actavis"|1 tablet 3 gange daglig|S
28101859396|Aciclovir "Actavis"|1 tablet 5 gange daglig|S
28101859396|Aciclovir "Actavis"|1 tablet 5 gange daglig i 5 dage|S
28101859496|Aciclovir "Actavis"|1 tablet 2 gange daglig|S
28101859496|Aciclovir "Actavis"|1 tablet 4 gange daglig|S
28101859596|Aciclovir "Actavis"|1 tablet 4 gange daglig|S
28101859596|Aciclovir "Actavis"|1 tablet 5 gange daglig|S
28101860096|Evo-Conti|1 plaster mandag og torsdag hver uge|S
28101861096|Movicol|1 brev daglig|S
28101861096|Movicol|1 brev 2 gange daglig|S
28101861096|Movicol|1 brev 3 gange daglig|S
28101861096|Movicol|8 breve efter behov, indtages i løbet af 6 timer|S
28101861296|Zarator|2 tabletter 4 gange daglig|S
28101861296|Zarator|2 tabletter 1 gang daglig|S
28101861296|Zarator|4 tabletter 1 gang daglig|S
28101861296|Zarator|1 tablet daglig|S
28101861296|Zarator|3 tabletter 1 gang daglig|S
28101861396|Zarator|2 tabletter 4 gange daglig|S
28101861396|Zarator|2 tabletter 1 gang daglig|S
28101861396|Zarator|4 tabletter 1 gang daglig|S
28101861396|Zarator|1 tablet daglig|S
28101861396|Zarator|3 tabletter 1 gang daglig|S
28101861496|Zarator|2 tabletter 1 gang daglig|S
28101861496|Zarator|1 tablet daglig|S
28101862896|Comtess||S
28101862896|Comtess||S
28101863196|Aciclodan|1 tablet 2 gange daglig|S
28101863196|Aciclodan|1 tablet 4 gange daglig|S
28101863196|Aciclodan|1 tablet 3 gange daglig|S
28101863196|Aciclodan|1 tablet 5 gange daglig|S
28101863196|Aciclodan|1 tablet 5 gange daglig i 5 dage|S
28101863296|Aciclodan|1 tablet 2 gange daglig|S
28101863296|Aciclodan|1 tablet 4 gange daglig|S
28101863396|Aciclodan|1 tablet 4 gange daglig|S
28101863396|Aciclodan|1 tablet 5 gange daglig|S
28101864496|Naragran|1 tablet efter behov ved anfald|S
28101866396|Apydan|1 tablet 2 gange daglig|S
28101866396|Apydan|1 tablet daglig|S
28101866396|Apydan|1/2 tablet 2 gange daglig|S
28101866396|Apydan|1/2 tablet daglig|S
28101866396|Apydan|1 tablet 3 gange daglig|S
28101866396|Apydan|1/2 tablet 3 gange daglig|S
28101866396|Apydan|1/4 tablet daglig|S
28101866396|Apydan|1/4 tablet 2 gange daglig|S
28101866396|Apydan|1/4 tablet 3 gange daglig|S
28101866496|Apydan|1 tablet 2 gange daglig|S
28101866496|Apydan|1/2 tablet 2 gange daglig|S
28101866496|Apydan|1/2 tablet daglig|S
28101866496|Apydan|1 tablet 3 gange daglig|S
28101866496|Apydan|1/2 tablet 3 gange daglig|S
28101866596|Mandolgin|2 kapsler morgen, middag, aften og fÃ¸r sengetid|N
28101866596|Mandolgin|1 kapsel morgen, middag, aften og fÃ¸r sengetid|N
28101866596|Mandolgin|1 kapsel morgen, middag og aften|N
28101866596|Mandolgin|2 kapsler morgen, middag og aften|N
28101866696|Mandolgin|1 kapsel 3 gange daglig|S
28101866696|Mandolgin|1 kapsel 4 gange daglig|S
28101866996|Solian|2 tabletter 1 gang daglig|S
28101866996|Solian|1 tablet daglig|S
28101866996|Solian|3 tabletter 1 gang daglig|S
28101867096|Solian|2 tabletter 2 gange daglig|S
28101867096|Solian|1 tablet 2 gange daglig|S
28101867096|Solian|2 tabletter 1 gang daglig|S
28101867096|Solian|1 tablet daglig|S
28101867096|Solian|1/2 tablet daglig|S
28101867596|Madopar Quick 62,5|1 tablet 4 gange daglig|S
28101867596|Madopar Quick 62,5|1 tablet 3 gange daglig|S
28101867596|Madopar Quick 62,5|2 tabletter 3 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 2 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 4 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 6 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 3 gange daglig|S
28101867696|Madopar Quick 125|1 tablet 5 gange daglig|S
28101867696|Madopar Quick 125|1/2 tablet 3 gange daglig|S
28101867696|Madopar Quick 125|1/2 tablet 4 gange daglig|S
28101872097|Plavix|1 tablet daglig|S
28101875297|Xalatan|1 dråbe daglig i højre øje|S
28101875297|Xalatan|1 dråbe daglig i venstre øje|S
28101875297|Xalatan|2 dråber 1 gang daglig, 1 i hvert øje|S
28101875297|Xalatan|1 dråbe aften i højre øje|S
28101875297|Xalatan|1 dråbe aften i venstre øje|S
28101875297|Xalatan|2 dråber aften, 1 i hvert øje|S
28101875697|Losec|2 tabletter 1 gang daglig|S
28101875697|Losec|1 tablet daglig|S
28101875697|Losec|1 tablet daglig|S
28101875697|Losec|2 tabletter 1 gang daglig|S
28101875697|Losec|1 tablet 2 gange daglig dag 1, 2, 3, 5 og 6|S
28101879297|Pulmicort Turbuhaler|1 sug 2 gange daglig|S
28101879297|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879297|Pulmicort Turbuhaler|3 sug 2 gange daglig|S
28101879297|Pulmicort Turbuhaler|1 sug daglig|S
28101879297|Pulmicort Turbuhaler|2 sug 1 gang daglig|S
28101879297|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|1 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|1 sug daglig|S
28101879397|Pulmicort Turbuhaler|1 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879397|Pulmicort Turbuhaler|1 sug daglig|S
28101879397|Pulmicort Turbuhaler|2 sug 2 gange daglig|S
28101879797|Aricept|1 tablet fÃ¸r sengetid|S
28101879797|Aricept|2 tabletter fÃ¸r sengetid|S
28101879897|Aricept|1 tablet daglig|S
28101879897|Aricept|1 tablet fÃ¸r sengetid|S
28101882397|NovoNorm|1 tablet morgen, middag og aften før hvert hovedmåltid|S
28101882497|NovoNorm|1 tablet morgen, middag og aften før hvert hovedmåltid|S
28101882597|NovoNorm|1 tablet morgen, middag og aften før hvert hovedmåltid|S
28101882597|NovoNorm|2 tabletter morgen, middag og aften før hvert hovedmåltid|S
28101882797|Evista|1 tablet daglig|S
28101886197|Klacid Uno|1 tablet daglig ved et måltid|S
28101886197|Klacid Uno|2 tabletter 1 gang daglig til et måltid|S
28101886997|Vagifem|1 vaginaltablet mandag og torsdag hver uge|S
28101886997|Vagifem|1 vaginaltablet daglig i skeden|S
28101887797|Nasonex|2 pust 1 gang daglig, 1 i hvert næsebor|N
28101887797|Nasonex|4 pust 1 gang daglig, 2 i hvert næsebor|N
28101887797|Nasonex|6 pust 1 gang daglig, 3 i hvert næsebor|N
28101887797|Nasonex|8 pust 1 gang daglig, 4 i hvert næsebor|N
28101888097|Exelon|1 kapsel 2 gange daglig til et måltid|S
28101888097|Exelon|2 kapsler 2 gange daglig til et måltid|S
28101888097|Exelon|3 kapsler 2 gange daglig til et måltid|S
28101888197|Exelon|1 kapsel 2 gange daglig til et måltid|S
28101888197|Exelon|2 kapsler 2 gange daglig til et måltid|S
28101891697|Telfast|1 tablet daglig|S
28101891697|Telfast|1 tablet daglig før et måltid|S
28101891797|Telfast|1 tablet daglig|S
28101891797|Telfast|1 tablet daglig før et måltid|S
28101892597|Bioclavid|1 tablet morgen, middag og aften i starten af et måltid|S
28101897297|Atacand|2 tabletter 1 gang daglig|S
28101897297|Atacand|4 tabletter 1 gang daglig|S
28101897297|Atacand|1 tablet daglig|S
28101897297|Atacand|1/2 tablet daglig|S
28101897297|Atacand|3 tabletter 1 gang daglig|S
28101897297|Atacand|2 tabletter 1 gang daglig|S
28101897297|Atacand|3 tabletter 1 gang daglig|S
28101897297|Atacand|4 tabletter 1 gang daglig|S
28101897397|Atacand|2 tabletter 1 gang daglig|S
28101897397|Atacand|1 tablet daglig|S
28101897397|Atacand|1/2 tablet daglig|S
28101897397|Atacand|3 tabletter 1 gang daglig|S
28101897397|Atacand|2 tabletter 1 gang daglig|S
28101897397|Atacand|3 tabletter 1 gang daglig|S
28101897397|Atacand|4 tabletter 1 gang daglig|S
28101897497|Atacand|2 tabletter 1 gang daglig|S
28101897497|Atacand|1 tablet daglig|S
28101897497|Atacand|1/2 tablet daglig|S
28101897497|Atacand|2 tabletter 1 gang daglig|S
28101897897|Cozaar|2 tabletter 1 gang daglig|S
28101897897|Cozaar|1 tablet daglig|S
28101898497|Edronax|1 tablet 2 gange daglig|S
28101898497|Edronax|1/2 tablet 2 gange daglig|S
28101898497|Edronax|1 1/2 tabletter 2 gange daglig|S
28101898497|Edronax|1 1/2 tabletter morgen og 1 tablet aften|S
28101898497|Edronax|1 tablet morgen og 1 1/2 tabletter aften|S
28101899997|Alphagan|1 dråbe 2 gange daglig i højre øje|S
28101899997|Alphagan|1 dråbe 2 gange daglig i venstre øje|S
28101899997|Alphagan|2 dråber 2 gange daglig, 1 i hvert øje|S
28101904597|Cosopt|1 dråbe 2 gange daglig i højre øje|S
28101904597|Cosopt|1 dråbe 2 gange daglig i venstre øje|S
28101904597|Cosopt|2 dråber 2 gange daglig, 1 i hvert øje|S
28101904597|Cosopt|1 dråbe daglig i højre øje|S
28101904597|Cosopt|1 dråbe daglig i venstre øje|S
28101904597|Cosopt|2 dråber 1 gang daglig, 1 i hvert øje|S
28101904797|Oculac|1 dråbe efter behov|S
28101904797|Oculac|2 dråber 4 gange daglig, 1 i hvert øje|S
28101904897|Nasacort|2 pust 1 gang daglig, 1 i hvert næsebor|S
28101904897|Nasacort|4 pust 1 gang daglig, 2 i hvert næsebor|S
28101906597|Zelitrex|2 tabletter 2 gange daglig|S
28101906597|Zelitrex|1 tablet 2 gange daglig|S
28101906597|Zelitrex|1 tablet daglig|S
28101906597|Zelitrex|2 tabletter 1 gang daglig|S
28101906797|Micardis|2 tabletter 1 gang daglig|S
28101906797|Micardis|1 tablet daglig|S
28101906897|Micardis|1 tablet daglig|S
28101906997|Viagra|1 tablet efter behov, 1 time før virkning ønskes|S
28101907097|Viagra|1 tablet efter behov, 1 time før virkning ønskes|S
28101907197|Viagra|1 tablet efter behov, 1 time før virkning ønskes|S
28101907897|Etalpha|1 kapsel daglig|S
28101907897|Etalpha|2 kapsler 1 gang daglig|S
28101911897|Zitromax|2 tabletter 1 gang|S
28101911897|Zitromax|1 tablet 1 gang daglig i 3 dage|S
28101916897|Cipramil|2 tabletter 1 gang daglig|S
28101916897|Cipramil|1 tablet daglig|S
28101916897|Cipramil|1/2 tablet daglig|S
28101916897|Cipramil|1 tablet fÃ¸r sengetid|S
28101916897|Cipramil|2 tabletter fÃ¸r sengetid|S
28101916897|Cipramil|1 1/2 tabletter 1 gang daglig|S
28101916897|Cipramil|3 tabletter 1 gang daglig|S
28101916897|Cipramil|1/2 tablet fÃ¸r sengetid|S
28101916897|Cipramil|1 1/2 tabletter fÃ¸r sengetid|S
28101917397|Dolol|2 brusetabletter 4 gange daglig|S
28101917397|Dolol|1 brusetablet 4 gange daglig|S
28101917397|Dolol|1 brusetablet 3 gange daglig|S
28101917397|Dolol|2 brusetabletter 3 gange daglig|S
28101919797|Singulair|1 tyggetablet daglig|S
28101919797|Singulair|1 tyggetablet aften|S
28101919797|Singulair|1 tyggetablet aften, 1 time før eller 2 timer efter et måltid|S
28101919897|Singulair|1 tablet daglig|S
28101919897|Singulair|1 tablet aften|S
28101925897|Emadine|2 dråber 2 gange daglig, 1 i hvert øje|S
28101927197|Pantoloc|1 tablet 2 gange daglig|S
28101927197|Pantoloc|2 tabletter 1 gang daglig|S
28101927197|Pantoloc|1 tablet daglig|S
28101927197|Pantoloc|1 tablet 2 gange daglig|S
28101931097|Aerobec|1 pust 2 gange daglig|S
28101931097|Aerobec|2 pust 2 gange daglig|S
28101931097|Aerobec|4 pust 2 gange daglig|S
28101931097|Aerobec|3 pust 2 gange daglig|S
28101931197|Aerobec|1 pust 2 gange daglig|S
28101931197|Aerobec|2 pust 2 gange daglig|S
28101931197|Aerobec|4 pust 2 gange daglig|S
28101931197|Aerobec|3 pust 2 gange daglig|S
28101932597|Gemadol Retard|1 kapsel 2 gange daglig|S
28101932597|Gemadol Retard|2 kapsler 2 gange daglig|S
28101932597|Gemadol Retard|1 kapsel morgen og aften|S
28101932697|Gemadol Retard|1 kapsel 2 gange daglig|S
28101932697|Gemadol Retard|2 kapsler 2 gange daglig|S
28101932697|Gemadol Retard|1 kapsel morgen og aften|S
28101933897|Diovan Comp 80 mg/12,5 mg|1 tablet daglig|S
28101934697|Cellcept|5 ml 2 gange daglig|S
28101934697|Cellcept|7,5 ml 2 gange daglig|S
28101935297|Mandolgin|2 brusetabletter 4 gange daglig|S
28101935297|Mandolgin|1 brusetablet 4 gange daglig|S
28101935297|Mandolgin|1 brusetablet 3 gange daglig|S
28101935297|Mandolgin|2 brusetabletter 3 gange daglig|S
28101936197|Malarone|1 tablet daglig, 1-2 dage før ankomst til 7 dage efter afrejse|S
28101936197|Malarone|1 tablet 1 gang daglig i 3 dage|S
28101936197|Malarone|2 tabletter 1 gang daglig i 3 dage|S
28101936197|Malarone|3 tabletter 1 gang daglig i 3 dage|S
28101936197|Malarone|4 tabletter 1 gang daglig i 3 dage|S
28101940097|Clozapine "Actavis"|1 tablet 2 gange daglig|S
28101940097|Clozapine "Actavis"|1/2 tablet 2 gange daglig|S
28101940097|Clozapine "Actavis"|1 tablet 3 gange daglig|S
28101940097|Clozapine "Actavis"|1 1/2 tabletter 2 gange daglig|S
28101940097|Clozapine "Actavis"|1 1/2 tabletter 3 gange daglig|S
28101941197|Rozex|1 påsmøring 2 gange daglig|S
28101941297|Rozex|1 påsmøring 2 gange daglig|S
28101942297|Redap|1 påsmøring fÃ¸r sengetid|S
28101945397|Herpavir|1 påsmøring 5 gange daglig i 5 dage|S
28101945397|Herpavir|1 påsmøring 5 gange daglig i 10 dage|S
28101952197|CoAprovel|1 tablet daglig|S
28101953397|Miflonide|1 inhalationskapsel 2 gange daglig|S
28101953397|Miflonide|2 inhalationskapsler 2 gange daglig|S
28101953397|Miflonide|2 inhalationskapsler 2 gange daglig|S
28101954397|Zopiclone "Actavis"|1 tablet fÃ¸r sengetid|S
28101954397|Zopiclone "Actavis"|2 tabletter fÃ¸r sengetid|S
28101954597|Zopiclone "Actavis"|1 tablet fÃ¸r sengetid|S
28101954597|Zopiclone "Actavis"|1/2 tablet fÃ¸r sengetid|S
28101957397|Subutex|1 resoriblet daglig under tungen|S
28101957397|Subutex|2 resoribletter 1 gang daglig under tungen|S
28101957397|Subutex|3 resoribletter 1 gang daglig under tungen|S
28101957397|Subutex|4 resoribletter 1 gang daglig under tungen|S
28101957497|Subutex|1 resoriblet daglig under tungen|S
28101957497|Subutex|2 resoribletter 1 gang daglig under tungen|S
28101957497|Subutex|3 resoribletter 1 gang daglig under tungen|S
28101957497|Subutex|4 resoribletter 1 gang daglig under tungen|S
28101957697|Imoclone|1 tablet fÃ¸r sengetid|S
28101957697|Imoclone|1/2 tablet fÃ¸r sengetid|S
28101959097|Topimax|2 kapsler 2 gange daglig|S
28101959097|Topimax|1 kapsel 2 gange daglig|S
28101959097|Topimax|1 kapsel 2 gange daglig|S
